base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto
EQPA,BEL,BEL09W3,a investigar,7.54,4.092,-3.448,11.2229,10.7636,3463,184.3,True,False,False,,,34.5,2502,1552.94,5,True,0,OK
