base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
FORCEL83,SFOR,8_SFOR_1,no limite: modelo 1.16x o total medido,6.07,5.243,-0.827,28.6787,27.1752,16,115.8,True,False,False,,,13.8,743,311.09,10,True,0,OK,0.823,0.978,107
