base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
NEOENERGIA40,LGS,2337,perda modelada absurda: 47.1%,47.128,8.529,-38.599,13.5088,12.3566,6986,552.5,True,False,False,7.771926555343545,6.063876139899624,13.8,1654,803.4,5,True,0,OK,0.773,0.863,7516
NEOENERGIA40,STU,2309,perda modelada absurda: 36.3%,36.331,7.839,-28.492,12.0455,11.1012,8938,463.4,True,False,False,9.212296346980711,3.9437506818706853,13.8,2794,1486.79,13,True,0,OK,0.642,0.886,13930
NEOENERGIA40,VCR,2174,perda modelada absurda: 32.8%,32.773,6.63,-26.143,6.6151,6.1765,3199,494.3,True,False,False,4.749610880201236,6.9001442068895225,13.8,550,294.89,3,True,0,OK,0.927,0.952,1853
NEOENERGIA40,JDR,2298,perda modelada absurda: 29.3%,29.301,9.685,-19.616,5.1331,4.636,772,302.5,True,False,False,3.9052294600488517,7.503016224719728,13.8,454,427.67,5,True,0,OK,0.851,0.952,1484
NEOENERGIA40,STU,2314,perda modelada absurda: 24.6%,24.641,5.371,-19.27,4.9699,4.703,4443,458.7,True,False,False,3.7159843418947873,6.631082839126148,13.8,2794,1486.79,13,True,0,OK,0.642,0.886,13930
NEOENERGIA40,EXT,1902,perda modelada absurda: 24.4%,24.406,9.744,-14.662,26.2083,23.6546,12427,250.5,True,False,False,3.7359761382062198,6.532696970521397,13.8,816,241.51,8,True,0,OK,0.799,0.925,3232
NEOENERGIA40,MJS,2303,perda modelada absurda: 23.4%,23.351,8.687,-14.664,15.9938,14.6043,5836,268.8,True,False,False,6.520527212027445,3.5811521431776083,13.8,645,336.59,5,True,0,OK,0.83,0.935,1741
NEOENERGIA40,SBN,1783,perda modelada absurda: 22.6%,22.637,4.238,-18.399,7.2594,6.9518,3760,534.1,True,False,False,5.028206726727405,4.502002648314587,13.8,334,320.35,5,True,0,OK,0.694,0.933,1508
NEOENERGIA40,GMR,2095,perda modelada absurda: 22.4%,22.392,4.621,-17.771,7.4562,7.1116,3297,484.6,True,False,False,3.797554213133198,5.896426684986105,13.8,357,232.14,3,True,0,OK,0.841,0.905,2367
NEOENERGIA40,MCA,2291,perda modelada absurda: 21.9%,21.944,3.116,-18.828,13.8728,13.4405,4448,704.2,True,False,False,3.4517580779701738,6.357340087085215,13.8,470,326.36,6,True,0,OK,0.623,0.907,3451
