base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
NEOENERGIA40,ZBL,1919,perda modelada absurda: 20.9%,20.902,3.158,-17.744,1.7992,1.7424,1160,661.9,True,False,False,0.6498810779115395,32.16280748959603,13.8,688,593.57,4,True,0,OK,0.811,0.968,2095
NEOENERGIA40,EST,1803,perda modelada absurda: 19.9%,19.851,15.722,-4.129,8.6942,7.3273,2880,126.3,True,False,False,1.3073190659509397,15.184510435912939,13.8,798,435.35,4,True,0,OK,0.769,0.842,3568
NEOENERGIA40,MCA,2353,perda modelada absurda: 19.7%,19.663,9.23,-10.433,2.0871,1.8944,1161,213.0,True,False,False,1.5338519361630154,12.81935989805358,13.8,470,326.36,6,True,0,OK,0.623,0.907,3451
NEOENERGIA40,DMA,1893,perda modelada absurda: 19.6%,19.635,6.402,-13.233,7.5252,7.0434,3077,306.7,True,False,False,1.6971710879864519,11.569251997625795,13.8,761,413.43,5,True,0,OK,0.595,0.948,2933
NEOENERGIA40,EXT,1901,medida quase sem perda: 2.59% total medido,19.556,2.593,-16.963,27.9716,27.2462,13121,754.1,True,False,False,3.5060246044348373,5.577827370424966,13.8,816,241.51,8,True,0,OK,0.799,0.925,3232
NEOENERGIA40,SBN,2336,no limite: modelo 1.03x o total medido,19.413,18.82,-0.593,6.6209,5.3748,1089,103.2,True,False,False,3.097943887107232,6.266414340424766,13.8,334,320.35,5,True,0,OK,0.694,0.933,1508
NEOENERGIA40,SJM,1973,perda modelada absurda: 18.4%,18.374,8.104,-10.27,14.8816,13.6755,3876,226.7,True,False,False,1.6945286836940976,10.843133065144938,13.8,1271,503.59,6,True,0,OK,0.688,0.929,4480
NEOENERGIA40,JDR,2297,perda modelada absurda: 16.9%,16.945,12.12,-4.825,5.6733,4.9857,707,139.8,True,False,False,3.944763529996546,4.295568003290387,13.8,454,427.67,5,True,0,OK,0.851,0.952,1484
NEOENERGIA40,ACR,1765,perda modelada absurda: 16.3%,16.322,4.869,-11.453,14.2335,13.5406,5108,335.3,True,False,False,4.127895124177839,3.954073325264261,13.8,1180,708.21,4,True,0,OK,0.875,0.972,1786
NEOENERGIA40,CPG,2225,a investigar,14.749,10.81,-3.939,4.2423,3.7837,2056,136.4,True,False,False,4.296168639011411,3.433058904176044,13.8,893,634.61,3,True,0,OK,0.727,0.863,3980
NEOENERGIA40,MSA,2234,no limite: modelo 1.13x o total medido,14.534,12.809,-1.725,10.0106,8.7283,548,113.5,True,False,False,5.264727245628675,2.760636842500747,13.8,614,352.0,4,True,0,OK,0.711,0.943,2094
NEOENERGIA40,EXT,1929,medida quase sem perda: 2.67% total medido,14.511,2.669,-11.842,23.2775,22.6563,6303,543.7,True,False,False,1.5465166470203944,9.383022179526941,13.8,816,241.51,8,True,0,OK,0.799,0.925,3232
NEOENERGIA40,STU,2313,a investigar,12.935,8.345,-4.59,4.7156,4.3221,2578,155.0,True,False,False,2.1708500522843854,5.958495376679057,13.8,2794,1486.79,13,True,0,OK,0.642,0.886,13930
NEOENERGIA40,CGR,1798,a investigar,12.76,3.963,-8.797,8.8941,8.5417,3574,322.0,True,False,False,4.682078622774722,2.7252852905827734,13.8,679,421.2,5,True,0,OK,0.804,0.895,4906
NEOENERGIA40,JDR,2294,a investigar,12.281,6.689,-5.592,3.6527,3.4084,1336,183.6,True,False,False,2.4417998340391645,5.029486786263343,13.8,454,427.67,5,True,0,OK,0.851,0.952,1484
NEOENERGIA40,PNA,1964,a investigar,11.193,6.248,-4.945,30.5312,28.6236,7136,179.1,True,False,False,1.0894439608048534,10.274048416157997,13.8,932,193.97,9,True,0,OK,0.846,0.929,2853
NEOENERGIA40,ACU,1767,medida quase sem perda: 2.62% total medido,8.815,2.625,-6.19,20.8345,20.2876,8286,335.8,True,False,False,0.8228009018128075,10.713405856238923,13.8,1303,805.59,6,True,0,OK,0.79,0.919,6259
NEOENERGIA40,PSA,2180,medida quase sem perda: 2.30% total medido,8.494,2.301,-6.193,33.0213,32.2616,11573,369.2,True,False,False,0.8444063324506298,10.05913820583128,13.8,304,80.36,4,True,0,OK,0.906,0.938,856
NEOENERGIA40,APD,1836,no limite: modelo 1.05x o total medido,8.327,7.931,-0.396,20.1112,18.5162,4504,105.0,True,False,False,4.480097473328976,1.8586649173533605,13.8,2193,1171.66,6,True,0,OK,0.608,0.948,6334
NEOENERGIA40,PNC,1829,a investigar,8.066,5.053,-3.013,18.681,17.7371,6453,159.6,True,False,False,3.00578366709905,2.683493189576308,13.8,541,357.14,4,True,0,OK,0.861,0.924,2932
NEOENERGIA40,TPU,2325,a investigar,7.932,5.265,-2.667,4.8616,4.6056,2334,150.7,True,False,False,1.4907547633828275,5.3207946704799856,13.8,507,359.66,5,True,0,OK,0.88,0.986,339
NEOENERGIA40,EXT,1916,no limite: modelo 1.16x o total medido,6.733,5.802,-0.931,18.2552,17.196,9192,116.0,True,False,False,0.6655240355885428,10.116839723220224,13.8,816,241.51,8,True,0,OK,0.799,0.925,3232
NEOENERGIA40,LNV,2207,medida quase sem perda: 2.20% total medido,6.565,2.199,-4.366,30.2224,29.5578,3138,298.5,True,False,False,1.1584276970061942,5.667164223512947,13.8,548,61.0,8,True,0,OK,0.908,0.961,281
NEOENERGIA40,PLT,2265,no limite: modelo 1.19x o total medido,6.56,5.51,-1.05,15.3292,14.4845,8005,119.1,True,False,False,0.7890739338427066,8.313542899653893,13.8,253,59.9,5,True,0,OK,0.93,0.96,0
NEOENERGIA40,BRU,1791,a investigar,5.683,4.271,-1.412,15.5119,14.8494,5458,133.1,True,False,False,1.30046239711839,4.3699841014954295,13.8,1417,721.84,4,True,0,OK,0.828,0.948,3923
NEOENERGIA40,STU,2308,no limite: modelo 1.19x o total medido,5.04,4.231,-0.809,12.3439,11.8216,3883,119.1,True,False,False,,,13.8,2794,1486.79,13,True,0,OK,0.642,0.886,13930
NEOENERGIA40,JPC,2320,medida quase sem perda: 2.75% total medido,4.916,2.752,-2.164,7.9037,7.6862,1262,178.7,True,False,False,0.8412554915784305,5.84364684594951,13.8,544,177.01,5,True,0,OK,0.847,0.918,2477
