base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
CEDRI5366,AD,1_AD_1,a investigar,9.02,6.095,-2.925,2.512,2.3589,1405,148.0,True,False,False,,,13.8,304,130.17,1,True,0,OK,0.989,0.994,0
CEDRI5366,PET,1_PET_1,a investigar,8.3,5.382,-2.918,3.767,3.5643,1926,154.2,True,False,False,,,13.8,333,117.11,1,True,0,OK,0.978,0.987,0
