25448-10867330, -55.08897204, -8.30059263
25448-10868067, -55.08956014, -8.29964817
25448-10866672, -55.09132832, -8.29596917
25448-10866673, -55.09101535, -8.29583444
25448-10866158, -55.08364305, -8.28371968
25448-10866089, -55.08416895, -8.28376844
25448-10865253, -55.05685487, -8.26511968
25448-10866924, -55.05795813, -8.26542582
25448-10866979c, -55.05384528, -8.26406807
25448-10865807, -55.05342213, -8.26465131
25448-10866100, -55.05713035, -8.22013053
25448-10867346, -55.05700025, -8.21980699
25448-10866961, -55.05579331, -8.22758851
25448-10866962, -55.05553070, -8.22848450
25448-10866963, -55.06991851, -8.24572699
25448-10867739, -55.07065915, -8.24463664
25448-10867289, -54.99712858, -8.31800192
25448-10867684, -54.99735098, -8.31911417
25448-10866743, -54.99485181, -8.32640384
25448-10865237, -54.99444157, -8.32704870
25448-10867306, -54.99564936, -8.30140772
25448-10868113, -54.99509398, -8.30112469
25448-10866749, -54.99373081, -8.27023013
25448-10867667, -54.99446404, -8.26927525
25448-10866050, -54.97222319, -8.26418939
25448-10865622, -54.97195461, -8.26378013
25448-10866475, -54.97157692, -8.26529068
25448-10867664, -54.97102466, -8.26579223
25448-10868057, -55.00198448, -8.30609074
25448-10866480, -55.00116781, -8.30598158
25448-10866462, -54.99560787, -8.32590892
25448-10865627, -54.99670235, -8.29804929
25448-10866058, -54.99743075, -8.29749136
25448-10868107, -54.99370490, -8.26310357
25448-10865612, -54.99310630, -8.26219575
25448-10865616, -54.99597322, -8.29946411
25448-10865628, -54.99627404, -8.29873912
25448-10866750, -55.00103907, -8.29594806
25448-10865224, -55.00110981, -8.29488250
25448-10866106c, -55.05605923, -8.22660159
25448-10868095c, -55.06052838, -8.22793464
25448-10865407, -55.06067748, -8.22690746
16088-10865323, -55.13768286, -8.63701318
16088-10865319, -55.13678969, -8.63703240
16088-10868258, -55.13712781, -8.63350924
16088-10867009, -55.13731297, -8.63468934
16088-10867010, -55.13621263, -8.63106495
16088-10865320, -55.13638323, -8.63173996
16088-10867773, -55.11927829, -8.61958096
16088-10868259, -55.11936624, -8.62061728
25448-10867704, -54.94546322, -8.29672640
25448-10867457, -54.94626379, -8.29705238
25448-10865283, -54.93747247, -8.30586668
25448-10865402, -54.93816219, -8.30597697
25448-10865252, -54.93101430, -8.31153485
25448-10865285c, -54.93038892, -8.31242548
25448-10865285, -54.93038892, -8.31242548
25448-10865206, -54.93072143, -8.31309015
25448-10867370, -54.93314377, -8.32697341
25448-10867760, -54.93295518, -8.32804924
25448-10866921, -54.93562405, -8.32310477
25448-10866663, -54.93476718, -8.32440293
25448-10866111c, -54.95139992, -8.31954511
25448-10868292, -54.95052400, -8.31894015
25448-10867746, -54.95007156, -8.28825108
25448-10867705, -54.95014311, -8.28721243
25448-10868117c, -54.93868358, -8.30135858
25448-10867450, -54.93771270, -8.30094510
25448-10865287c, -54.93682129, -8.30573353
25448-10865401, -54.93315609, -8.32911218
25448-10866111, -54.95139992, -8.31954511
25448-10866247, -54.95164644, -8.31882971
25448-10868101, -54.99749686, -8.29681142
25448-10866080, -54.99607402, -8.29501223
25448-10866062, -54.96922734, -8.33230557
25448-10865399, -54.96898626, -8.33328968
25448-10866892c, -54.96681022, -8.29441719
25448-10866579, -54.96643122, -8.29367264
25448-10867324c, -54.99270227, -8.29217635
25448-10867085, -54.99254666, -8.29112207
25448-10865647, -54.95075389, -8.28940925
16088-10866513, -55.06278143, -8.59813361
16088-10867780, -55.06404351, -8.59848142
16088-10868262, -55.10268109, -8.62316072
16088-10865327, -55.10299292, -8.62433037
16088-10865326, -55.12916270, -8.62806444
16088-10866176, -55.12985689, -8.62798771
16088-10867012, -55.12403697, -8.62859786
16088-10866168, -55.12490625, -8.62849827
16088-10865324, -55.13520141, -8.63061594
16088-10867778, -55.14228858, -8.64281901
16088-10865722, -55.14546980, -8.64106124
16088-10865728, -55.14730215, -8.64694211
16088-10868260, -55.14816801, -8.64983796
16088-10866506, -55.17573149, -8.66617763
16088-10866514, -55.17780203, -8.66825788
16088-10867005, -55.16053252, -8.65477665
16088-10867002, -55.16099988, -8.65394714
16088-10866171, -55.16056043, -8.65276972
16088-10868166, -55.14504395, -8.66150728
16088-10865725, -55.14555436, -8.66156623
16088-10867388, -55.14830511, -8.66198639
16088-10866504, -55.14949569, -8.66190175
16088-10865330, -55.14467823, -8.66232693
16088-10867770, -55.12098258, -8.72085275
16088-10867390, -55.12022105, -8.72170015
16088-10866516, -55.14194108, -8.68885594
16088-10865721, -55.14134622, -8.69000828
16088-10867389, -55.13105692, -8.63712201
16088-10867006, -55.12885865, -8.63708417
16088-10865723, -55.06518675, -8.59870468
16088-10865809, -55.10327046, -8.62542234
25448-10867292, -54.97816520, -8.26020043
25448-10866740, -54.97727034, -8.26097442
25448-10866476, -54.99597157, -8.27315061
25448-10865613, -54.99704532, -8.27309386
25448-10867295, -54.99482733, -8.27322875
25448-10867287, -54.99438482, -8.27219990
25448-10865232, -54.99228474, -8.27056947
25448-10865804, -54.99157085, -8.27074807
25448-10865621, -54.99862907, -8.26730291
25448-10866742, -54.99977637, -8.26698460
25448-10865625, -54.99444316, -8.26810230
25448-10865620, -54.99425035, -8.26694913
25448-10868104c, -54.99422789, -8.26472036
