base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct
EQUATORIAL38,RGD,RGD09L1,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.27],607.799,5.838,-601.961,7.4407,7.0063,2280,10410.7,True,False,False,,,34.5,123,148.1,1,True,0,TENSAO_IMPLAUSIVEL[C-API:0.27],0.271,0.272,1491,82.3
EQUATORIAL38,NOT,NOT09F2,perda modelada absurda: 129.4%,129.422,7.395,-122.027,22.1265,20.4902,12092,1750.1,True,False,False,,,13.8,1975,2244.51,3,True,0,OK,0.188,0.987,693,92.2
EQUATORIAL38,CBA,CBA09L2,perda modelada absurda: 83.5%,83.479,7.506,-75.973,28.0087,25.9065,16237,1112.2,True,False,False,,,34.5,1404,1181.96,2,True,0,OK,0.073,0.963,1069,95.5
EQUATORIAL38,MAD,MAD01C3,perda modelada absurda: 60.0%,60.028,3.129,-56.899,3.3374,3.233,2570,1918.3,True,False,False,,,13.8,3247,2687.97,7,True,0,OK,0.169,0.958,5123,62.6
EQUATORIAL38,CPM,CPM09F2,perda modelada absurda: 59.0%,58.956,9.211,-49.745,2.6399,2.3968,1630,640.1,True,False,False,,,34.5,3137,2800.27,7,True,0,OK,0.019,0.978,2161,70.9
EQUATORIAL38,CPM,CPM09F1,perda modelada absurda: 52.7%,52.737,4.865,-47.872,21.6866,20.6315,13786,1084.0,True,False,False,,,34.5,3137,2800.27,7,True,0,OK,0.019,0.978,2161,70.9
EQUATORIAL38,SJP,SJP09F1,perda modelada absurda: 51.3%,51.339,3.717,-47.622,3.5339,3.4025,1237,1381.3,True,False,False,,,34.5,3455,3277.24,6,True,0,OK,0.134,1.0,454,92.3
EQUATORIAL38,CRI,CRI09S1,perda modelada absurda: 46.1%,46.119,5.097,-41.022,4.4957,4.2666,709,904.8,True,False,False,,,34.5,479,708.77,3,True,0,OK,0.39,0.986,1603,87.3
EQUATORIAL38,PRI,PRI01Y3,perda modelada absurda: 40.4%,40.375,5.663,-34.712,31.1219,29.3594,11879,712.9,True,False,False,,,13.8,2016,1604.91,3,True,0,OK,0.261,0.991,232,88.7
EQUATORIAL38,SPM,SPM01C5,perda modelada absurda: 34.9%,34.888,4.068,-30.82,5.0291,4.8245,2496,857.6,True,False,False,,,34.5,3412,3044.12,5,True,0,OK,0.135,0.96,5544,90.2
