base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct
EQUATORIAL38,SJP,SJP09F4,perda modelada absurda: 28.3%,28.267,4.783,-23.484,23.331,22.215,14915,590.9,True,False,False,,,34.5,3455,3277.24,6,True,0,OK,0.134,1.0,454,92.3
EQUATORIAL38,EMT,EMT01C3,perda modelada absurda: 27.1%,27.109,7.954,-19.155,6.0502,5.569,2637,340.8,True,False,False,,,34.5,491,551.52,4,True,0,OK,0.939,0.987,0,92.6
EQUATORIAL38,SMO,SMO09F4,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.04],23.83,7.459,-16.371,19.2102,17.7773,11731,319.5,True,False,False,,,34.5,2434,2077.21,2,True,0,TENSAO_IMPLAUSIVEL[C-API:0.04],0.016,0.041,20491,83.4
EQUATORIAL38,BOL,BOL01C2,perda modelada absurda: 21.6%,21.582,5.129,-16.453,2.117,2.0084,1365,420.7,True,False,False,,,13.8,311,374.02,3,True,0,OK,0.915,0.969,1023,82.3
EQUATORIAL38,BDG,BDG01C1,denominador minusculo: 0.028 GWh injetados,21.099,13.096,-8.003,0.0275,0.0239,23,161.1,True,False,False,,,13.8,7,5.79,1,True,0,OK,1.0,1.0,0,100.0
EQUATORIAL38,CMT,CMT09S4,medida quase sem perda: 2.37% total medido,17.365,2.367,-14.998,7.6551,7.4739,1522,733.6,True,False,False,,,34.5,1740,1788.4,2,True,0,OK,0.213,0.998,593,72.5
EQUATORIAL38,CTO,CTO09F1,denominador minusculo: 0.354 GWh injetados,16.827,7.618,-9.209,0.3543,0.3273,219,220.9,True,False,False,,,13.8,1082,1466.19,3,True,0,OK,0.564,0.978,2,94.6
EQUATORIAL38,MBA,MBA01C1,perda modelada absurda: 15.8%,15.754,9.152,-6.602,2.7159,2.4674,1520,172.1,True,False,False,,,34.5,1745,1304.69,6,True,0,OK,0.933,0.967,0,80.3
EQUATORIAL38,MAD,MAD01C4,perda modelada absurda: 15.7%,15.745,8.156,-7.589,10.3791,9.5326,7251,193.1,True,False,False,,,13.8,3247,2687.97,7,True,0,OK,0.169,0.958,5123,62.6
EQUATORIAL38,SJP,SJP09F7,denominador minusculo: 0.304 GWh injetados,15.715,4.345,-11.37,0.3039,0.2907,165,361.7,True,False,False,,,34.5,3455,3277.24,6,True,0,OK,0.134,1.0,454,92.3
EQUATORIAL38,URD,URD09W2,perda modelada absurda: 15.6%,15.577,4.413,-11.164,51.9176,49.6265,9681,353.0,True,False,False,,,13.8,1111,1494.49,3,True,0,OK,0.135,0.961,2140,43.2
EQUATORIAL38,MAD,MAD01C1,a investigar,14.632,7.005,-7.627,13.1289,12.2093,9420,208.9,True,False,False,,,13.8,3247,2687.97,7,True,0,OK,0.169,0.958,5123,62.6
EQUATORIAL38,TBL,TBL01C5,a investigar,14.603,9.647,-4.956,4.6988,4.2455,3290,151.4,True,False,False,,,13.8,934,828.77,5,True,0,OK,0.345,0.977,1034,76.1
EQUATORIAL38,AFR,AFR01C1,denominador minusculo: 0.240 GWh injetados,14.187,5.829,-8.358,0.24,0.2261,253,243.4,True,False,False,,,13.8,54,37.46,1,True,0,OK,0.998,0.999,0,99.2
EQUATORIAL38,BOL,BOL01C1,a investigar,13.576,5.534,-8.042,1.1556,1.0916,579,245.3,True,False,False,,,13.8,311,374.02,3,True,0,OK,0.915,0.969,1023,82.3
EQUATORIAL38,JUN,JUN09F1,a investigar,12.386,4.848,-7.538,45.1843,42.9939,29786,255.5,True,False,False,,,34.5,8302,7087.46,11,True,0,OK,0.11,0.978,10259,87.0
EQUATORIAL38,CBT,CBT01C3,a investigar,11.745,3.956,-7.789,6.5951,6.3342,4096,296.9,True,False,False,,,34.5,2701,2713.91,5,True,0,OK,0.069,0.985,548,96.4
EQUATORIAL38,CRO,CRO01L1,a investigar,11.593,5.798,-5.795,10.5901,9.9761,5251,200.0,True,False,False,,,13.8,484,416.52,2,True,0,OK,0.867,0.967,391,90.2
EQUATORIAL38,MAD,MAD01C5,no limite: modelo 1.09x o total medido,10.396,9.543,-0.853,9.0683,8.2029,5112,108.9,True,False,False,,,13.8,3247,2687.97,7,True,0,OK,0.169,0.958,5123,62.6
EQUATORIAL38,CBT,CBT09W2,medida quase sem perda: 2.91% total medido,10.142,2.907,-7.235,13.0926,12.712,2900,348.9,True,False,False,,,34.5,2701,2713.91,5,True,0,OK,0.069,0.985,548,96.4
EQUATORIAL38,SPP,SPP09F7,a investigar,9.769,7.064,-2.705,10.1039,9.3902,5777,138.3,True,False,False,,,13.8,2846,2691.46,8,True,0,OK,0.119,0.976,2572,75.9
EQUATORIAL38,MCA,MCA01P2,a investigar,9.617,7.458,-2.159,1.8268,1.6906,1357,129.0,True,False,False,,,13.8,151,186.69,3,True,0,OK,0.981,0.994,0,91.4
EQUATORIAL38,SPM,SPM01C1,a investigar,9.257,4.608,-4.649,5.5964,5.3385,3074,200.9,True,False,False,,,34.5,3412,3044.12,5,True,0,OK,0.135,0.96,5544,90.2
EQUATORIAL38,ALG,ALG01N1,a investigar,9.092,7.56,-1.532,11.7363,10.849,7418,120.3,True,False,False,,,13.8,1705,1571.1,4,True,0,OK,0.127,0.982,2426,84.1
EQUATORIAL38,SPP,SPP01C1,a investigar,9.056,5.203,-3.853,23.0268,21.8287,8834,174.0,True,False,False,,,13.8,2846,2691.46,8,True,0,OK,0.119,0.976,2572,75.9
EQUATORIAL38,NZA,NZA01Z3,no limite: modelo 1.19x o total medido,8.104,6.829,-1.275,1.5028,1.4002,1068,118.7,True,False,False,,,13.8,658,405.6,6,True,0,OK,0.973,0.991,0,91.5
EQUATORIAL38,BIG,BIG01N1,a investigar,7.571,5.805,-1.766,9.973,9.394,5238,130.4,True,False,False,,,13.8,1473,1205.9,3,True,0,OK,0.146,0.984,1645,85.6
EQUATORIAL38,GPE,GPE01C1,a investigar,7.214,5.652,-1.562,12.4159,11.7142,2525,127.6,True,False,False,,,13.8,361,473.86,3,True,0,OK,0.894,0.981,156,73.3
EQUATORIAL38,RDG,RDG09F5,a investigar,6.699,4.169,-2.53,1.0655,1.0211,744,160.7,True,False,False,,,13.8,400,509.24,4,True,0,OK,0.91,1.002,211,99.3
EQUATORIAL38,RDG,RDG09M1,medida quase sem perda: 2.98% total medido,6.411,2.984,-3.427,2.1927,2.1273,1086,214.8,True,False,False,,,13.8,400,509.24,4,True,0,OK,0.91,1.002,211,99.3
EQUATORIAL38,CRO,CRO01L2,a investigar,6.161,4.773,-1.388,3.7286,3.5507,2185,129.1,True,False,False,,,13.8,484,416.52,2,True,0,OK,0.867,0.967,391,90.2
EQUATORIAL38,GBS,GBS09F8,a investigar,6.085,4.624,-1.461,7.3847,7.0433,3943,131.6,True,False,False,,,34.5,2316,2626.63,6,True,0,OK,0.069,0.996,2880,97.2
EQUATORIAL38,NZR,NZR01C2,a investigar,6.08,4.726,-1.354,9.5719,9.1196,6620,128.7,True,False,False,,,13.8,1137,1312.16,3,True,0,OK,0.209,0.976,1425,84.1
EQUATORIAL38,NZA,NZA01Z4,no limite: modelo 1.18x o total medido,5.814,4.92,-0.894,2.5865,2.4592,975,118.2,True,False,False,,,13.8,658,405.6,6,True,0,OK,0.973,0.991,0,91.5
EQUATORIAL38,CMP,CMP01C2,a investigar,5.616,4.161,-1.455,16.2284,15.5532,4373,135.0,True,False,False,,,13.8,622,536.73,3,True,0,OK,0.329,0.974,377,55.3
EQUATORIAL38,GPE,GPE01C2,medida quase sem perda: 2.32% total medido,5.208,2.321,-2.887,3.4706,3.39,5,224.4,True,False,False,,,13.8,361,473.86,3,True,0,OK,0.894,0.981,156,73.3
EQUATORIAL38,SPP,SPP01C3,no limite: modelo 1.12x o total medido,5.128,4.559,-0.569,13.5857,12.9663,7265,112.5,True,False,False,,,13.8,2846,2691.46,8,True,0,OK,0.119,0.976,2572,75.9
EQUATORIAL38,OER,OER01C2,no limite: modelo 1.08x o total medido,4.675,4.316,-0.359,15.4912,14.8226,9029,108.3,True,False,False,,,13.8,2037,1604.23,4,True,0,OK,0.183,0.967,616,95.4
EQUATORIAL38,URD,URD09W3,medida quase sem perda: 2.38% total medido,4.141,2.379,-1.762,10.1698,9.9279,1749,174.1,True,False,False,,,13.8,1111,1494.49,3,True,0,OK,0.135,0.961,2140,43.2
EQUATORIAL38,NZA,NZA01Z5,no limite: modelo 1.13x o total medido,4.064,3.597,-0.467,4.5295,4.3666,223,113.0,True,False,False,,,13.8,658,405.6,6,True,0,OK,0.973,0.991,0,91.5
EQUATORIAL38,PIP,PIP01C1,denominador minusculo: 0.352 GWh injetados,3.909,2.006,-1.903,0.3518,0.3447,155,194.9,True,False,False,,,13.8,20,18.95,1,True,0,OK,0.997,0.998,0,95.2
EQUATORIAL38,SAT,SAT01L2,no limite: modelo 1.17x o total medido,3.909,3.345,-0.564,11.1621,10.7887,1203,116.9,True,False,False,,,13.8,901,221.73,9,True,0,OK,0.96,0.977,0,87.7
EQUATORIAL38,JCK,JCK01X7,no limite: modelo 1.08x o total medido,3.429,3.166,-0.263,35.3599,34.2405,2405,108.3,True,False,False,,,13.8,895,130.37,8,True,0,OK,0.958,0.977,0,82.7
EQUATORIAL38,TBL,TBL01C2,medida quase sem perda: 2.12% total medido,3.418,2.116,-1.302,6.7486,6.6059,126,161.6,True,False,False,,,13.8,934,828.77,5,True,0,OK,0.345,0.977,1034,76.1
EQUATORIAL38,JCK,JCK01X5,medida quase sem perda: 2.49% total medido,3.338,2.486,-0.852,18.7365,18.2706,1629,134.3,True,False,False,,,13.8,895,130.37,8,True,0,OK,0.958,0.977,0,82.7
EQUATORIAL38,IGA,IGA01Z3,medida quase sem perda: 2.48% total medido,3.125,2.484,-0.641,42.1108,41.0647,3841,125.8,True,False,False,,,13.8,767,130.75,6,True,0,OK,0.968,0.976,0,92.4
EQUATORIAL38,JCK,JCK01X2,no limite: modelo 1.02x o total medido,3.115,3.054,-0.061,19.5938,18.9953,2939,102.0,True,False,False,,,13.8,895,130.37,8,True,0,OK,0.958,0.977,0,82.7
EQUATORIAL38,MAV,MAV01C2,no limite: modelo 1.02x o total medido,2.792,2.746,-0.046,3.9943,3.8846,98,101.7,True,False,False,,,13.8,619,551.39,3,True,0,OK,0.166,0.974,122,85.6
EQUATORIAL38,SJP,SJP01C3,denominador minusculo: 0.050 GWh injetados,2.593,2.397,-0.196,0.0497,0.0485,1,108.2,True,False,False,,,34.5,3455,3277.24,6,True,0,OK,0.134,1.0,454,92.3
