base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
NEOENERGIA47,ETR,668,perda modelada absurda: 961.6%,961.553,14.118,-947.435,4.0997,3.5209,2831,6810.9,True,False,False,,,13.8,844,646.47,6,True,0,OK,0.756,0.899,4461,35.6,8167,2233
NEOENERGIA47,BXI,401,perda modelada absurda: 898.4%,898.435,97.112,-801.323,1.9873,0.0574,18,925.2,True,False,False,,,13.8,48,63.03,2,True,0,OK,0.995,1.034,0,44.9,828,8
NEOENERGIA47,AMR,434,perda modelada absurda: 329.6%,329.641,21.569,-308.072,20.5177,16.0922,8781,1528.3,True,False,False,,,13.8,1731,598.67,6,True,0,OK,0.698,0.803,10584,39.5,11124,538
NEOENERGIA47,BND,3246,perda modelada absurda: 227.3%,227.254,95.757,-131.497,16.4973,0.7,740,237.3,True,False,False,,,34.5,1443,1402.18,5,True,0,OK,0.848,0.866,8955,46.4,19206,6957
NEOENERGIA47,PDB,925,perda modelada absurda: 151.6%,151.63,90.359,-61.271,1.1263,0.1086,1,167.8,True,False,False,,,13.8,744,556.69,4,True,0,OK,0.796,0.93,3696,68.6,6908,7
NEOENERGIA47,FSD,2712,perda modelada absurda: 116.7%,116.691,19.865,-96.826,61.7225,49.4615,28570,587.4,True,False,False,,,34.5,11454,6359.87,24,True,0,OK,0.735,0.954,22570,64.0,96176,89098
NEOENERGIA47,SMI,1311,perda modelada absurda: 112.8%,112.805,12.61,-100.195,31.8396,27.8248,18731,894.6,True,False,False,,,34.5,3157,2876.0,3,True,0,OK,0.401,0.808,21043,14.0,38148,31697
NEOENERGIA47,MUR,3186,perda modelada absurda: 93.5%,93.535,49.264,-44.271,14.8237,7.5209,5241,189.9,True,False,False,,,13.8,1380,496.65,5,True,0,OK,0.821,0.913,6416,26.2,9035,36
NEOENERGIA47,MDN,1044,perda modelada absurda: 83.4%,83.419,48.031,-35.388,19.6937,10.2345,7568,173.7,True,False,False,,,13.8,3377,3427.32,7,True,0,OK,0.721,0.817,23619,34.0,34645,66
NEOENERGIA47,IAC,3168,denominador minusculo: 0.096 GWh injetados,82.578,62.684,-19.894,0.0959,0.0358,54,131.7,True,False,False,,,13.8,1427,1169.59,5,True,0,OK,0.819,0.923,7547,15.2,14942,39
