base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct
NEOENERGIA385,TUP01,TUP01_AL011,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.37],3097409.867,14.095,-3097395.772,12.1973,10.478,3054,21974648.9,True,False,False,,,13.8,1926,1141.79,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.37],0.056,0.3,13468,38.5
NEOENERGIA385,TUP01,TUP01_AL010,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.37],924839.175,11.949,-924827.226,13.434,11.8288,3826,7739946.1,True,False,False,,,13.8,1926,1141.79,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.37],0.056,0.3,13468,38.5
NEOENERGIA385,ANG01,ANG01_AL008,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.49],308126.369,11.91,-308114.459,15.6933,13.8242,399,2587053.5,True,False,False,,,34.5,2268,1039.37,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.49],0.061,0.477,11832,6.0
NEOENERGIA385,ATI03,ATI03_AL027,perda modelada absurda: 267045.0%,267044.967,12.512,-267032.455,41.1718,36.0203,1860,2134289.8,True,False,False,,,13.8,1534,432.66,8,True,0,OK,0.059,0.574,13201,6.2
NEOENERGIA385,RIC02,RIC02_AL042,modelo quebrado na SE: NAO_CONVERGE[C-API:500],254085.81,72.201,-254013.609,46.2253,12.8502,3414,351915.2,True,False,False,,,34.5,2309,994.31,14,False,0,NAO_CONVERGE[C-API:500],0.759,0.965,4848,32.2
NEOENERGIA385,GUA02,GUA02_AL030,perda modelada absurda: 252786.1%,252786.103,27.208,-252758.895,20.1972,14.7019,1090,929075.1,True,False,False,,,13.8,1083,188.3,13,True,0,OK,0.061,0.886,6955,9.2
NEOENERGIA385,TRL01,TRL01_AL007,modelo quebrado na SE: NAO_CONVERGE[C-API:500],224024.282,88.277,-223936.005,78.3712,9.1871,1049,253773.1,True,False,False,,,34.5,4879,6512.62,13,False,0,NAO_CONVERGE[C-API:500],0.515,0.909,18973,17.3
NEOENERGIA385,LEM01,LEM01_AL013,perda modelada absurda: 197725.0%,197724.972,11.563,-197713.409,24.4507,21.6234,192,1709943.3,True,False,False,,,13.8,2014,702.51,10,True,0,OK,0.059,0.693,17064,10.4
NEOENERGIA385,UBA02,UBA02_AL013,perda modelada absurda: 150325.7%,150325.698,14.989,-150310.709,16.5146,14.0393,3821,1002931.8,True,False,False,,,13.8,701,169.02,6,True,0,OK,0.061,0.876,4808,9.1
NEOENERGIA385,CEL01,CEL01_AL011,perda modelada absurda: 116392.4%,116392.358,11.017,-116381.341,19.906,17.713,6215,1056478.7,True,False,False,,,13.8,2568,824.4,6,True,0,OK,0.06,0.524,11986,13.0
NEOENERGIA385,CJO01,CJO01_AL020,perda modelada absurda: 63156.1%,63156.136,13.69,-63142.446,17.4574,15.0674,5638,461330.9,True,False,False,,,13.8,3404,1083.9,10,True,0,OK,0.062,0.719,22055,9.0
NEOENERGIA385,BER04,BER04_AL044,perda modelada absurda: 47317.4%,47317.376,18.593,-47298.783,2.1497,1.75,460,254493.8,True,False,False,,,13.8,276,46.57,6,True,0,OK,0.364,0.887,1939,23.6
NEOENERGIA385,CST01,CST01_AL004,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.38],44078.427,8.764,-44069.663,27.5875,25.1698,7187,502957.0,True,False,False,,,13.8,1114,593.09,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.38],0.062,0.383,4674,6.8
NEOENERGIA385,CAN01,CAN01_AL006,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.39],43647.68,10.554,-43637.126,2.1748,1.9453,896,413558.6,True,False,False,,,13.8,537,271.1,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.39],0.147,0.359,4917,8.5
NEOENERGIA385,ITN02,ITN02_AL022,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.26],39008.595,12.553,-38996.042,11.8456,10.3586,1776,310739.9,True,False,False,,,13.8,456,237.5,3,True,0,TENSAO_IMPLAUSIVEL[C-API:0.26],0.083,0.261,4837,9.7
NEOENERGIA385,FRR01,FRR01_AL009,perda modelada absurda: 33108.4%,33108.398,17.34,-33091.058,23.6576,19.5554,6503,190936.7,True,False,False,,,13.8,1286,309.02,12,True,0,OK,0.074,0.74,11214,10.9
NEOENERGIA385,MIR01,MIR01_AL012,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.48],31399.931,11.522,-31388.409,6.8584,6.0682,1367,272531.5,True,False,False,,,13.8,2528,1364.55,8,True,0,TENSAO_IMPLAUSIVEL[C-API:0.48],0.062,0.363,16309,6.3
NEOENERGIA385,CJO01,CJO01_AL024,perda modelada absurda: 29024.9%,29024.942,12.787,-29012.155,12.8706,11.2249,3813,226991.3,True,False,False,,,13.8,3404,1083.9,10,True,0,OK,0.062,0.719,22055,9.0
NEOENERGIA385,PET00,PET00_AL003,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.37],27668.698,9.631,-27659.067,7.8958,7.1354,1950,287296.5,True,False,False,,,13.8,1161,452.87,3,True,0,TENSAO_IMPLAUSIVEL[C-API:0.37],0.063,0.365,5848,10.3
NEOENERGIA385,AMC01,AMC01_AL004,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.48],27568.524,76.191,-27492.333,7.9535,1.8937,324,36183.7,True,False,False,,,13.8,1121,599.89,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.48],0.06,0.482,8488,10.8
NEOENERGIA385,SIS01,SIS01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.19],27223.205,2.39,-27220.815,30.9735,30.2331,9212,1138855.4,True,False,False,,,13.8,2186,644.57,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.19],0.06,0.187,13290,13.4
NEOENERGIA385,CER02,CER02_AL021,perda modelada absurda: 22758.8%,22758.765,8.029,-22750.736,10.7323,9.8706,614,283459.8,True,False,False,,,13.8,783,228.49,5,True,0,OK,0.195,0.659,5941,13.7
NEOENERGIA385,MIC01,MIC01_AL023,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.25],21438.243,19.294,-21418.949,9.3263,7.527,2125,111116.2,True,False,False,,,13.8,1136,413.49,3,True,0,TENSAO_IMPLAUSIVEL[C-API:0.25],0.062,0.252,5310,5.3
NEOENERGIA385,ITH03,ITH03_AL046,perda modelada absurda: 21078.4%,21078.368,26.355,-21052.013,19.0158,14.0041,5334,79977.8,True,False,False,,,13.8,546,173.48,4,True,0,OK,0.224,0.919,4685,5.5
NEOENERGIA385,ATI03,ATI03_AL022,perda modelada absurda: 20266.1%,20266.062,9.849,-20256.213,33.6211,30.3099,5603,205772.5,True,False,False,,,13.8,1534,432.66,8,True,0,OK,0.059,0.574,13201,6.2
NEOENERGIA385,MOM01,MOM01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.30],19940.998,3.745,-19937.253,34.7851,33.4823,144,532436.9,True,False,False,,,13.8,1415,373.89,9,True,0,TENSAO_IMPLAUSIVEL[C-API:0.30],0.058,0.292,10523,11.6
NEOENERGIA385,PIP01,PIP01_AL011,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.34],18036.565,6.598,-18029.967,10.6698,9.9659,3156,273383.9,True,False,False,,,13.8,4861,2770.29,9,True,0,TENSAO_IMPLAUSIVEL[C-API:0.34],0.044,0.224,22880,10.4
NEOENERGIA385,BUR01,BUR01_AL003,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.18],17879.928,18.903,-17861.025,17.5348,14.2202,1898,94590.2,True,False,False,,,13.8,1243,760.14,2,True,0,TENSAO_IMPLAUSIVEL[C-API:0.18],0.039,0.154,8323,10.0
NEOENERGIA385,FRR02,FRR02_AL025,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.32],17599.051,14.546,-17584.505,25.2256,21.5563,710,120987.4,True,False,False,,,13.8,571,155.96,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.32],0.06,0.315,4427,25.4
NEOENERGIA385,PSS02,PSS02_AL009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.29],17534.931,9.013,-17525.918,10.6158,9.659,3747,194560.5,True,False,False,,,13.8,302,126.48,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.29],0.135,0.285,3157,17.6
NEOENERGIA385,COR01,COR01_AL006,perda modelada absurda: 16895.1%,16895.091,10.34,-16884.751,15.9027,14.2583,20,163389.1,True,False,False,,,13.8,642,193.05,9,True,0,OK,0.214,0.776,5443,13.1
NEOENERGIA385,JAR01,JAR01_AL009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.40],15706.538,6.341,-15700.197,17.2205,16.1286,4134,247702.0,True,False,False,,,13.8,2110,637.49,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.40],0.056,0.4,12159,10.1
NEOENERGIA385,FRR02,FRR02_AL026,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.32],15103.182,17.738,-15085.444,13.7555,11.3155,3134,85144.4,True,False,False,,,13.8,571,155.96,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.32],0.06,0.315,4427,25.4
NEOENERGIA385,JAR02,JAR02_AL024,perda modelada absurda: 14873.8%,14873.824,12.994,-14860.83,6.1397,5.3419,771,114463.6,True,False,False,,,13.8,298,104.34,4,True,0,OK,0.31,0.652,2777,15.1
NEOENERGIA385,SIS01,SIS01_AL003,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.19],14786.252,12.577,-14773.675,20.9982,18.3573,4527,117567.7,True,False,False,,,13.8,2186,644.57,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.19],0.06,0.187,13290,13.4
NEOENERGIA385,QUE01,QUE01_AL007,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.34],14717.124,17.372,-14699.752,3.1099,2.5696,761,84718.6,True,False,False,,,13.8,1016,515.71,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.34],0.062,0.232,7238,9.7
NEOENERGIA385,CAI01,CAI01_AL032,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.31],14635.588,16.042,-14619.546,34.5459,29.0041,4340,91234.2,True,False,False,,,13.8,1020,244.46,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.31],0.113,0.309,9135,9.7
NEOENERGIA385,JUQ01,JUQ01_AL008,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.26],14620.583,25.283,-14595.3,8.2324,6.151,1110,57828.7,True,False,False,,,13.8,2378,941.71,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.26],0.058,0.226,14879,7.3
NEOENERGIA385,COC01,COC01_AL015,perda modelada absurda: 14014.3%,14014.311,5.367,-14008.944,27.3097,25.8439,1245,261118.4,True,False,False,,,13.8,1072,463.01,6,True,0,OK,0.224,0.543,9420,12.7
NEOENERGIA385,PAF01,PAF01_AL008,perda modelada absurda: 13503.0%,13502.962,4.603,-13498.359,12.6063,12.026,2883,293331.9,True,False,False,,,13.8,755,592.17,3,True,0,OK,0.061,0.63,7684,9.7
NEOENERGIA385,CST01,CST01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.38],12725.162,9.262,-12715.9,9.6484,8.7548,1070,137393.0,True,False,False,,,13.8,1114,593.09,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.38],0.062,0.383,4674,6.8
NEOENERGIA385,CAI01,CAI01_AL036,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.31],12405.033,12.435,-12392.598,16.5092,14.4562,3473,99757.7,True,False,False,,,13.8,1020,244.46,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.31],0.113,0.309,9135,9.7
NEOENERGIA385,RIC03,RIC03_AL033,perda modelada absurda: 12383.2%,12383.206,8.708,-12374.498,11.6619,10.6463,3189,142199.8,True,False,False,,,13.8,1737,507.34,10,True,0,OK,0.059,0.694,13247,12.4
NEOENERGIA385,ARN01,ARN01_AL011,perda modelada absurda: 12239.0%,12238.987,53.933,-12185.054,11.6662,5.3743,723,22692.9,True,False,False,,,13.8,1458,409.96,7,True,0,OK,0.079,0.69,10440,11.8
NEOENERGIA385,SIS01,SIS01_AL009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.19],12103.235,12.577,-12090.658,21.121,18.4646,5768,96234.0,True,False,False,,,13.8,2186,644.57,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.19],0.06,0.187,13290,13.4
NEOENERGIA385,JAR01,JAR01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.40],12087.557,10.171,-12077.386,35.3515,31.7559,9477,118844.5,True,False,False,,,13.8,2110,637.49,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.40],0.056,0.4,12159,10.1
NEOENERGIA385,LIM03,LIM03_AL010,perda modelada absurda: 11960.6%,11960.602,7.441,-11953.161,27.9034,25.8271,8210,160739.5,True,False,False,,,13.8,1944,368.61,10,True,0,OK,0.186,0.892,12999,11.5
NEOENERGIA385,IGU22,IGU22_AL029,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.20],11621.388,17.703,-11603.685,6.5384,5.3809,3564,65644.7,True,False,False,,,13.8,2420,843.28,10,True,0,TENSAO_IMPLAUSIVEL[C-API:0.20],0.062,0.192,7744,52.9
NEOENERGIA385,SIS01,SIS01_AL006,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.19],11174.246,13.809,-11160.437,41.6817,35.9259,3975,80919.7,True,False,False,,,13.8,2186,644.57,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.19],0.06,0.187,13290,13.4
NEOENERGIA385,IND01,IND01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.28],10362.171,8.858,-10353.313,9.9365,9.0564,1914,116985.7,True,False,False,,,13.8,1189,657.6,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.28],0.075,0.278,9895,10.3
NEOENERGIA385,FRR02,FRR02_AL030,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.32],10029.149,18.92,-10010.229,28.8461,23.3884,3328,53007.8,True,False,False,,,13.8,571,155.96,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.32],0.06,0.315,4427,25.4
NEOENERGIA385,MOM01,MOM01_AL013,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.30],9847.298,7.197,-9840.101,34.5758,32.0875,2542,136831.1,True,False,False,,,13.8,1415,373.89,9,True,0,TENSAO_IMPLAUSIVEL[C-API:0.30],0.058,0.292,10523,11.6
NEOENERGIA385,ITG00,ITG00_AL012,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.42],9792.861,11.726,-9781.135,10.4575,9.2313,3662,83517.0,True,False,False,,,34.5,3067,1428.05,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.42],0.061,0.351,16417,8.3
NEOENERGIA385,LIM04,LIM04_AL029,perda modelada absurda: 9370.9%,9370.918,3.929,-9366.989,15.2744,14.6743,547,238513.2,True,False,False,,,13.8,1504,433.64,9,True,0,OK,0.167,0.786,10865,9.7
NEOENERGIA385,CAI01,CAI01_AL035,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.31],8935.568,14.711,-8920.857,28.5016,24.3088,6523,60741.4,True,False,False,,,13.8,1020,244.46,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.31],0.113,0.309,9135,9.7
NEOENERGIA385,PIE01,PIE01_AL010,perda modelada absurda: 8880.6%,8880.575,27.774,-8852.801,21.6577,15.6426,4814,31974.7,True,False,False,,,13.8,5364,1684.82,10,True,0,OK,0.06,0.584,24171,7.7
NEOENERGIA385,MOM01,MOM01_AL009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.30],8579.405,2.459,-8576.946,25.3958,24.7714,3694,348901.0,True,False,False,,,13.8,1415,373.89,9,True,0,TENSAO_IMPLAUSIVEL[C-API:0.30],0.058,0.292,10523,11.6
NEOENERGIA385,ANG01,ANG01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.49],8533.488,5.735,-8527.753,24.1479,22.763,5493,148799.7,True,False,False,,,34.5,2268,1039.37,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.49],0.061,0.477,11832,6.0
NEOENERGIA385,QUE01,QUE01_AL004,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.34],8329.124,3.223,-8325.901,12.5936,12.1877,3149,258436.6,True,False,False,,,13.8,1016,515.71,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.34],0.062,0.232,7238,9.7
NEOENERGIA385,CJO01,CJO01_AL016,perda modelada absurda: 7952.7%,7952.677,13.362,-7939.315,24.1105,20.8888,7100,59515.7,True,False,False,,,13.8,3404,1083.9,10,True,0,OK,0.062,0.719,22055,9.0
NEOENERGIA385,ITH01,ITH01_AL019,perda modelada absurda: 7816.2%,7816.17,18.545,-7797.625,8.8103,7.1764,3816,42146.3,True,False,False,,,13.8,1189,278.4,9,True,0,OK,0.202,0.907,9863,9.4
NEOENERGIA385,GUP01,GUP01_AL003,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.48],7543.281,20.609,-7522.672,19.1293,15.187,612,36602.6,True,False,False,,,13.8,2639,1117.0,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.48],0.062,0.352,16753,13.8
NEOENERGIA385,SIS01,SIS01_AL012,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.19],7369.753,15.647,-7354.106,16.8701,14.2304,3713,47099.6,True,False,False,,,13.8,2186,644.57,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.19],0.06,0.187,13290,13.4
NEOENERGIA385,VAG01,VAG01_AL007,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.32],7115.621,2.889,-7112.732,21.8518,21.2206,2435,246322.0,True,False,False,,,13.8,800,297.71,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.32],0.059,0.27,5376,43.4
NEOENERGIA385,LAP01,LAP01_AL009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.28],7112.385,14.737,-7097.648,45.3919,38.7023,3100,48260.6,True,False,False,,,13.8,2150,783.61,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.28],0.172,0.275,15188,9.2
NEOENERGIA385,ATI03,ATI03_AL025,perda modelada absurda: 6860.7%,6860.709,11.455,-6849.254,27.6269,24.4621,5312,59891.2,True,False,False,,,13.8,1534,432.66,8,True,0,OK,0.059,0.574,13201,6.2
NEOENERGIA385,BER03,BER03_AL039,perda modelada absurda: 6785.3%,6785.261,27.173,-6758.088,12.3886,9.0222,2951,24970.3,True,False,False,,,13.8,233,66.7,3,True,0,OK,0.308,0.907,2433,6.5
NEOENERGIA385,RIC03,RIC03_AL025,perda modelada absurda: 6742.7%,6742.7,10.864,-6731.836,39.009,34.7711,536,62065.3,True,False,False,,,13.8,1737,507.34,10,True,0,OK,0.059,0.694,13247,12.4
NEOENERGIA385,AMC01,AMC01_AL003,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.48],6702.18,8.473,-6693.707,17.5996,16.1085,4660,79103.6,True,False,False,,,13.8,1121,599.89,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.48],0.06,0.482,8488,10.8
NEOENERGIA385,SFS01,SFS01_AL010,perda modelada absurda: 6457.6%,6457.557,4.628,-6452.929,16.8844,16.103,3287,139540.9,True,False,False,,,13.8,2284,937.42,7,True,0,OK,0.06,0.529,17259,8.7
NEOENERGIA385,PSS02,PSS02_AL006,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.29],6219.136,10.116,-6209.02,16.9082,15.1978,5057,61478.5,True,False,False,,,13.8,302,126.48,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.29],0.135,0.285,3157,17.6
NEOENERGIA385,SAG01,SAG01_AL010,perda modelada absurda: 6152.9%,6152.883,82.62,-6070.263,33.6724,5.8524,266,7447.3,True,False,False,,,13.8,248,79.14,4,True,0,OK,0.175,0.668,2365,34.3
NEOENERGIA385,UBA02,UBA02_AL012,perda modelada absurda: 5882.7%,5882.706,13.588,-5869.118,14.1527,12.2296,3096,43291.8,True,False,False,,,13.8,701,169.02,6,True,0,OK,0.061,0.876,4808,9.1
NEOENERGIA385,PAC01,PAC01_AL008,perda modelada absurda: 5392.4%,5392.374,4.632,-5387.742,5.0983,4.8621,442,116405.9,True,False,False,,,13.8,1342,792.49,6,True,0,OK,0.091,0.654,11978,9.9
NEOENERGIA385,IGT01,IGT01_AL021,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.49],5376.598,7.726,-5368.872,5.1513,4.7533,1747,69591.0,True,False,False,,,13.8,1364,507.02,3,True,0,TENSAO_IMPLAUSIVEL[C-API:0.49],0.155,0.488,10342,16.8
NEOENERGIA385,ENC01,ENC01_AL026,perda modelada absurda: 5354.7%,5354.673,11.66,-5343.013,13.3118,11.7595,4124,45921.8,True,False,False,,,13.8,426,142.54,10,True,0,OK,0.46,0.881,3522,7.6
NEOENERGIA385,CAJ01,CAJ01_AL006,perda modelada absurda: 5300.3%,5300.307,22.819,-5277.488,10.8477,8.3724,4126,23227.5,True,False,False,,,34.5,2889,1153.77,7,True,0,OK,0.06,0.505,14503,24.6
NEOENERGIA385,GUA02,GUA02_AL026,perda modelada absurda: 5216.3%,5216.27,29.417,-5186.853,12.1108,8.5481,1199,17732.0,True,False,False,,,13.8,1083,188.3,13,True,0,OK,0.061,0.886,6955,9.2
NEOENERGIA385,JUQ01,JUQ01_AL004,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.26],5107.192,10.713,-5096.479,5.7515,5.1354,2108,47670.6,True,False,False,,,13.8,2378,941.71,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.26],0.058,0.226,14879,7.3
NEOENERGIA385,SAG01,SAG01_AL009,perda modelada absurda: 5004.9%,5004.875,25.407,-4979.468,12.1291,9.0474,357,19698.7,True,False,False,,,13.8,248,79.14,4,True,0,OK,0.175,0.668,2365,34.3
NEOENERGIA385,CER02,CER02_AL022,perda modelada absurda: 4993.4%,4993.419,6.483,-4986.936,33.7672,31.5779,2651,77019.1,True,False,False,,,13.8,783,228.49,5,True,0,OK,0.195,0.659,5941,13.7
NEOENERGIA385,GUP01,GUP01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.48],4712.009,18.173,-4693.836,26.6887,21.8385,5229,25928.1,True,False,False,,,13.8,2639,1117.0,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.48],0.062,0.352,16753,13.8
NEOENERGIA385,PIE01,PIE01_AL009,perda modelada absurda: 4501.2%,4501.206,27.343,-4473.863,27.9494,20.3071,6224,16461.9,True,False,False,,,13.8,5364,1684.82,10,True,0,OK,0.06,0.584,24171,7.7
NEOENERGIA385,SJB01,SJB01_AL012,perda modelada absurda: 4410.1%,4410.146,9.125,-4401.021,35.2547,32.0378,9329,48331.1,True,False,False,,,13.8,3096,1002.73,10,True,0,OK,0.078,0.502,22477,7.3
NEOENERGIA385,CAI01,CAI01_AL037,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.31],4379.987,12.308,-4367.679,10.1846,8.9311,2556,35586.3,True,False,False,,,13.8,1020,244.46,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.31],0.113,0.309,9135,9.7
NEOENERGIA385,ANG01,ANG01_AL006,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.49],4293.088,10.308,-4282.78,24.6012,22.0653,4822,41648.3,True,False,False,,,34.5,2268,1039.37,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.49],0.061,0.477,11832,6.0
NEOENERGIA385,ITG00,ITG00_AL011,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.42],4231.886,10.545,-4221.341,8.9563,8.0118,3790,40131.2,True,False,False,,,34.5,3067,1428.05,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.42],0.061,0.351,16417,8.3
NEOENERGIA385,RIC03,RIC03_AL026,perda modelada absurda: 4073.7%,4073.738,6.459,-4067.279,24.0091,22.4583,5890,63071.1,True,False,False,,,13.8,1737,507.34,10,True,0,OK,0.059,0.694,13247,12.4
NEOENERGIA385,FRR01,FRR01_AL004,perda modelada absurda: 3993.8%,3993.841,16.76,-3977.081,41.9342,34.906,6756,23829.4,True,False,False,,,13.8,1286,309.02,12,True,0,OK,0.074,0.74,11214,10.9
NEOENERGIA385,ITN02,ITN02_AL021,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.26],3884.429,20.525,-3863.904,6.5155,5.1782,1759,18925.0,True,False,False,,,13.8,456,237.5,3,True,0,TENSAO_IMPLAUSIVEL[C-API:0.26],0.083,0.261,4837,9.7
NEOENERGIA385,JUQ01,JUQ01_AL006,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.26],3872.462,22.118,-3850.344,3.5526,2.7668,912,17508.5,True,False,False,,,13.8,2378,941.71,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.26],0.058,0.226,14879,7.3
NEOENERGIA385,POP01,POP01_AL009,perda modelada absurda: 3761.0%,3761.04,17.659,-3743.381,10.2694,8.4559,1343,21298.0,True,False,False,,,13.8,814,513.95,4,True,0,OK,0.308,0.499,7579,11.8
NEOENERGIA385,LAP01,LAP01_AL008,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.28],3600.659,4.947,-3595.712,42.0176,39.9389,4288,72782.0,True,False,False,,,13.8,2150,783.61,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.28],0.172,0.275,15188,9.2
NEOENERGIA385,IGT01,IGT01_AL023,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.49],3527.06,8.995,-3518.065,9.4871,8.6338,3292,39211.1,True,False,False,,,13.8,1364,507.02,3,True,0,TENSAO_IMPLAUSIVEL[C-API:0.49],0.155,0.488,10342,16.8
NEOENERGIA385,ITH02,ITH02_AL040,perda modelada absurda: 3491.0%,3490.958,48.62,-3442.338,20.1961,10.3767,6000,7180.1,True,False,False,,,13.8,762,195.68,7,True,0,OK,0.383,0.923,4143,8.4
NEOENERGIA385,IND01,IND01_AL006,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.28],3480.678,2.872,-3477.806,9.8195,9.5375,2737,121205.2,True,False,False,,,13.8,1189,657.6,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.28],0.075,0.278,9895,10.3
NEOENERGIA385,IRA01,IRA01_AL008,perda modelada absurda: 3373.8%,3373.836,9.879,-3363.957,38.5928,34.7804,2604,34153.3,True,False,False,,,13.8,635,213.58,7,True,0,OK,0.111,0.605,5468,6.3
NEOENERGIA385,LIM04,LIM04_AL028,perda modelada absurda: 3372.1%,3372.093,5.162,-3366.931,54.277,51.4753,1443,65326.2,True,False,False,,,13.8,1504,433.64,9,True,0,OK,0.167,0.786,10865,9.7
