base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
COPELDIS2866,71080,832100009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.04],10309528.938,21.255,-10309507.683,6.905,5.4373,2921,48504286.1,True,False,False,0.5947428690536464,17334430.51516448,33.0,1557,680.22,1,True,0,TENSAO_IMPLAUSIVEL[C-API:0.04],0.038,0.038,7879,88.1,7927,53
COPELDIS2866,72100,806480010,perda modelada absurda: 832063.3%,832063.335,8.03,-832055.305,66.5989,61.2509,7947,10361573.0,True,False,False,,,34.5,3479,1849.15,12,True,0,OK,0.065,0.715,22358,18.3,27556,763
COPELDIS2866,72209,819200026,perda modelada absurda: 685398.9%,685398.878,5.89,-685392.988,89.2659,84.0081,1,11636506.5,True,False,False,,,34.5,4797,2103.09,10,True,0,OK,0.063,0.613,18658,20.9,25487,6126
COPELDIS2866,72650,849320009,perda modelada absurda: 292682.1%,292682.124,12.794,-292669.33,99.9163,87.1332,18215,2287687.2,True,False,False,,,34.5,3258,1345.95,11,True,0,OK,0.066,0.525,15045,38.4,20330,2025
COPELDIS2866,72194,813320042,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.40],200946.032,12.886,-200933.146,61.8233,53.8566,8428,1559392.6,True,False,False,,,34.5,3272,1725.79,11,True,0,TENSAO_IMPLAUSIVEL[C-API:0.40],0.064,0.397,14252,26.5,24303,1976
COPELDIS2866,72570,831320008,perda modelada absurda: 101932.0%,101931.979,16.748,-101915.231,26.8787,22.3769,7211,608611.8,True,False,False,,,34.5,3439,2017.84,8,True,0,OK,0.065,0.898,20555,12.2,29133,2781
COPELDIS2866,72970,894080006,perda modelada absurda: 81773.1%,81773.123,13.379,-81759.744,40.0558,34.6968,8578,611209.0,True,False,False,,,34.5,7617,3839.05,14,True,0,OK,0.063,0.81,22773,52.9,51482,7212
COPELDIS2866,72560,830060015,denominador minusculo: 0.003 GWh injetados,57032.105,55.822,-56976.283,0.0027,0.0012,1,102167.6,True,False,False,,,34.5,5357,1503.5,10,True,0,OK,0.022,0.632,15465,33.8,27817,6814
COPELDIS2866,72582,838400014,perda modelada absurda: 41269.3%,41269.344,14.008,-41255.336,23.2951,20.032,5501,294612.7,True,False,False,,,34.5,7849,2940.82,13,True,0,OK,0.062,0.849,25300,29.1,37090,2492
COPELDIS2866,72209,819200029,medida quase sem perda: 2.71% total medido,40089.783,2.711,-40087.072,78.1046,75.9874,6504,1478947.1,True,False,False,,,34.5,4797,2103.09,10,True,0,OK,0.063,0.613,18658,20.9,25487,6126
COPELDIS2866,72300,820400008,perda modelada absurda: 32539.3%,32539.323,11.646,-32527.677,33.3433,29.4603,4156,279409.4,True,False,False,,,34.5,2527,1598.06,11,True,0,OK,0.065,0.841,16260,9.9,21707,2135
COPELDIS2866,72300,820400015,perda modelada absurda: 31162.0%,31162.042,5.716,-31156.326,9.0525,8.5351,1433,545166.4,True,False,False,,,34.5,2527,1598.06,11,True,0,OK,0.065,0.841,16260,9.9,21707,2135
COPELDIS2866,72080,803840005,perda modelada absurda: 26256.3%,26256.347,7.834,-26248.513,48.7344,44.9165,11325,335150.5,True,False,False,,,34.5,1857,1043.91,12,True,0,OK,0.072,0.768,8093,32.4,15483,408
COPELDIS2866,72190,806360006,perda modelada absurda: 25794.7%,25794.716,12.827,-25781.889,20.8955,18.2151,3874,201089.5,True,False,False,,,34.5,4478,2538.16,10,True,0,OK,0.064,0.921,17826,26.8,33625,668
COPELDIS2866,72857,874280005,perda modelada absurda: 23652.6%,23652.559,6.851,-23645.708,56.5998,52.7219,6744,345221.8,True,False,False,,,34.5,1573,617.78,13,True,0,OK,0.081,0.756,12018,52.1,12711,396
COPELDIS2866,71700,851480017,perda modelada absurda: 23400.2%,23400.238,3.416,-23396.822,90.8307,87.7282,22314,685071.1,True,False,False,,,34.5,3140,1253.56,17,True,0,OK,0.052,0.952,9668,15.1,25633,1110
COPELDIS2866,72360,821600009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.24],22973.459,17.441,-22956.018,40.8826,33.7524,7835,131723.4,True,False,False,,,34.5,3288,1993.18,12,True,0,TENSAO_IMPLAUSIVEL[C-API:0.24],0.053,0.236,18743,59.3,27539,870
COPELDIS2866,72970,894080011,perda modelada absurda: 22853.0%,22852.971,12.32,-22840.651,88.8285,77.8849,14749,185496.6,True,False,False,,,34.5,7617,3839.05,14,True,0,OK,0.063,0.81,22773,52.9,51482,7212
COPELDIS2866,72866,884720043,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.23],21816.807,3.734,-21813.073,16.2585,15.6514,2026,584338.7,True,False,False,,,34.5,1127,382.24,8,True,0,TENSAO_IMPLAUSIVEL[C-API:0.23],0.117,0.234,6807,88.9,6989,193
COPELDIS2866,72190,806360009,perda modelada absurda: 19429.7%,19429.739,17.66,-19412.079,51.83,42.6766,4079,110018.3,True,False,False,,,34.5,4478,2538.16,10,True,0,OK,0.064,0.921,17826,26.8,33625,668
COPELDIS2866,71800,866960020,perda modelada absurda: 18629.6%,18629.564,9.751,-18619.813,5.974,5.3915,1043,191061.7,True,False,False,,,33.0,2329,1301.27,17,True,0,OK,0.084,0.968,9188,40.1,20939,14025
COPELDIS2866,72593,851480128,perda modelada absurda: 17359.5%,17359.476,13.252,-17346.224,45.2118,39.2202,8635,130993.2,True,False,False,,,34.5,2605,1253.41,11,True,0,OK,0.063,0.874,8635,47.0,23082,13977
