base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
ENERGISA_M405,61,2014237,perda modelada absurda: 4916585047.2%,4916585047.185,12.546,-4916585034.639,35.1068,30.7024,8352,39189089765.9,True,False,False,4.020449358234438,1222894410.3263364,13.8,2138,576.49,7,True,0,OK,,,,,13400,11373
ENERGISA_M405,61,2014229,perda modelada absurda: 1183124813.1%,1183124813.053,7.198,-1183124805.855,28.9765,26.8908,2878,16437040137.7,True,False,False,1.2373468058564339,956178823.4739056,13.8,2138,576.49,7,True,0,OK,,,,,13400,11373
ENERGISA_M405,195,777294,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.42],52.282,3.356,-48.926,0.0512,0.0495,19,1557.6,True,False,False,,,13.8,2843,2780.96,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.42],0.01,0.411,22930,7.7,29793,166
ENERGISA_M405,270568,785822,denominador minusculo: 0.123 GWh injetados,42.874,20.764,-22.11,0.1227,0.0972,2,206.5,True,False,False,,,13.8,672,120.41,12,True,0,OK,1.004,1.012,0,90.9,5091,65
ENERGISA_M405,149,5470879,denominador minusculo: 0.033 GWh injetados,31.805,2.831,-28.974,0.0325,0.0315,1,1123.3,True,False,False,,,34.5,1021,1478.82,5,True,0,OK,0.881,1.0,5,36.5,15602,181
ENERGISA_M405,136,820234,perda modelada absurda: 26.9%,26.913,4.863,-22.05,48.2321,45.8866,14442,553.4,True,False,False,1.3759739568574616,19.559236470918137,34.5,1295,1759.71,4,True,0,OK,0.01,1.032,5542,13.5,18159,820
ENERGISA_M405,59,4311221,no limite: modelo 1.05x o total medido,25.626,24.429,-1.197,5.8878,4.4495,1962,104.9,True,False,False,14.95908387223204,1.713072820426426,13.8,358,452.4,1,True,0,OK,0.208,1.028,309,98.9,4350,23
ENERGISA_M405,24,5290699,perda modelada absurda: 16.6%,16.635,6.982,-9.653,33.6609,31.3107,17,238.3,True,False,False,1.4998623564775437,11.091017737832708,13.8,3851,2104.52,14,True,0,OK,0.203,1.003,1651,49.3,30976,7066
ENERGISA_M405,90,2014533,a investigar,12.498,7.252,-5.246,6.413,5.948,2806,172.3,True,False,False,,,138,4889,2262.94,6,True,0,OK,0.284,1.118,20389,91.4,28865,35274
ENERGISA_M405,60,846063,a investigar,12.237,6.221,-6.016,7.6128,7.1393,2837,196.7,True,False,False,,,13.8,3738,1143.42,22,True,0,OK,0.044,0.962,6313,89.4,22556,4952
ENERGISA_M405,69,807443,a investigar,12.173,7.003,-5.17,39.1497,36.4082,7403,173.8,True,False,False,2.6651352124537864,4.567498092823716,34.5,4452,3971.62,4,True,0,OK,0.017,1.049,7845,52.0,44448,16406
ENERGISA_M405,33,773142,a investigar,11.65,6.875,-4.775,36.045,33.5668,7973,169.4,True,False,False,3.7089145659765084,3.1410807104780827,34.5,5902,4182.87,7,True,0,OK,0.011,1.013,10265,72.2,47215,6061
ENERGISA_M405,166,2014160,no limite: modelo 1.04x o total medido,10.71,10.272,-0.438,18.0432,16.1897,5136,104.3,True,False,False,2.5474319116765645,4.204234056623453,34.5,5306,3232.21,8,True,0,OK,0.016,1.02,3299,77.4,39480,23702
ENERGISA_M405,118,2078312,no limite: modelo 1.07x o total medido,10.617,9.911,-0.706,1.8753,1.6895,353,107.1,True,False,False,,,34.5,321,438.57,4,True,0,OK,1.029,1.032,4,93.8,4022,158
ENERGISA_M405,167,1430113,a investigar,8.75,6.736,-2.014,60.9655,56.859,9236,129.9,True,False,False,2.838165285351025,3.0829776000582,34.5,9347,8034.9,18,True,0,OK,0.045,1.046,34252,70.8,91529,24157
ENERGISA_M405,742931,1442801,a investigar,8.341,4.135,-4.206,25.346,24.298,898,201.7,True,False,False,,,34.5,2990,2965.6,6,True,0,OK,0.069,1.032,2634,16.3,33870,7599
