base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct
ENERGISA_S6587,30290947,29183603,perda modelada absurda: 17.1%,17.085,10.211,-6.874,3.1018,2.7851,825,167.3,True,False,False,3.3059116370192387,5.168014719051783,13.8,1573,680.25,7,True,0,OK,0.431,0.997,1803,62.4
ENERGISA_S6587,30290936,29183688,no limite: modelo 1.01x o total medido,2.247,2.228,-0.019,25.4376,24.8708,8518,100.9,True,False,False,0.5697170088189307,3.944063395014679,13.8,1525,218.57,8,True,0,OK,0.979,0.995,0,79.0
