base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto
EQUATORIAL6072,5001306,5001548,medida quase sem perda: 2.37% total medido,17192.022,2.369,-17189.653,32.6968,31.9222,7572,725672.8,True,False,False,,,34.5,5889,5043.14,7,True,0,OK
EQUATORIAL6072,5001167,5001334,perda modelada absurda: 8532.0%,8531.953,10.525,-8521.428,6.1096,5.4665,1684,81064.1,True,False,False,,,34.5,1527,999.39,3,True,0,OK
EQUATORIAL6072,5001326,5001560,perda modelada absurda: 1639.1%,1639.115,3.551,-1635.564,29.5112,28.4632,7340,46155.7,True,False,False,,,34.5,1979,2190.64,2,True,0,OK
EQUATORIAL6072,5001403,5001817,perda modelada absurda: 1130.1%,1130.092,9.368,-1120.724,35.3482,32.0367,6313,12063.0,True,False,False,,,13.8,3715,1854.08,7,True,0,OK
EQUATORIAL6072,5000948,5000976,perda modelada absurda: 982.8%,982.77,9.073,-973.697,34.2119,31.108,11934,10832.3,True,False,False,,,34.5,3242,1983.01,6,True,0,OK
EQUATORIAL6072,5001060,5001155,perda modelada absurda: 721.0%,721.004,3.257,-717.747,19.5017,18.8664,4276,22134.6,True,False,False,,,34.5,2253,1721.34,6,True,0,OK
EQUATORIAL6072,5003645,5007918,perda modelada absurda: 512.2%,512.197,4.986,-507.211,24.0001,22.8033,8217,10271.8,True,False,False,,,13.8,1350,1193.56,6,True,0,OK
EQUATORIAL6072,5000876,5000830,perda modelada absurda: 500.6%,500.552,5.068,-495.484,26.2493,24.9189,6165,9876.1,True,False,False,,,34.5,2067,2132.93,9,True,0,OK
EQUATORIAL6072,5000854,5000807,perda modelada absurda: 479.0%,478.978,6.59,-472.388,44.5493,41.6133,16206,7267.8,True,False,False,,,13.8,2211,983.03,10,True,0,OK
EQUATORIAL6072,5000882,5000851,perda modelada absurda: 411.7%,411.716,5.703,-406.013,19.8435,18.7118,6806,7219.5,True,False,False,,,34.5,6142,4969.88,10,True,0,OK
EQUATORIAL6072,5001082,5001189,medida quase sem perda: 2.77% total medido,394.668,2.771,-391.897,52.4804,51.0262,8929,14242.5,True,False,False,,,34.5,5025,3593.67,7,True,0,OK
EQUATORIAL6072,5001165,5001331,medida quase sem perda: 2.57% total medido,48.103,2.571,-45.532,44.7892,43.6378,8923,1871.2,True,False,False,,,34.5,3596,4475.88,5,True,0,OK
EQUATORIAL6072,5001222,5002408,medida quase sem perda: 2.95% total medido,42.531,2.947,-39.584,24.0667,23.3575,7450,1443.3,True,False,False,,,34.5,3424,2901.37,4,True,0,OK
EQUATORIAL6072,5000952,5000985,medida quase sem perda: 2.81% total medido,31.3,2.811,-28.489,16.5197,16.0553,4900,1113.4,True,False,False,,,34.5,3407,2719.76,3,True,0,OK
EQUATORIAL6072,5001224,5001434,perda modelada absurda: 28.7%,28.683,5.765,-22.918,28.5204,26.8762,8157,497.5,True,False,False,,,34.5,1893,1643.45,3,True,0,OK
EQUATORIAL6072,5001078,5008878,perda modelada absurda: 27.6%,27.62,3.097,-24.523,25.7621,24.9643,6035,891.8,True,False,False,,,34.5,3871,1818.92,15,True,0,OK
EQUATORIAL6072,5001242,5001472,medida quase sem perda: 2.79% total medido,26.832,2.787,-24.045,21.5147,20.9151,6577,962.8,True,False,False,,,34.5,4890,2953.53,10,True,0,OK
EQUATORIAL6072,5000877,5000923,perda modelada absurda: 26.7%,26.671,4.269,-22.402,22.2455,21.2958,6532,624.8,True,False,False,,,34.5,4323,3977.84,4,True,0,OK
EQUATORIAL6072,5001306,5001538,perda modelada absurda: 25.5%,25.52,6.377,-19.143,20.4475,19.1437,6468,400.2,True,False,False,,,34.5,5889,5043.14,7,True,0,OK
EQUATORIAL6072,5000987,5001031,medida quase sem perda: 2.22% total medido,25.162,2.216,-22.946,15.1076,14.7727,2605,1135.4,True,False,False,,,34.5,1556,1909.21,7,True,0,OK
EQUATORIAL6072,5001051,5001114,medida quase sem perda: 2.96% total medido,23.801,2.956,-20.845,25.144,24.4006,5547,805.1,True,False,False,,,13.8,2220,1904.36,6,True,0,OK
EQUATORIAL6072,5001006,5001060,perda modelada absurda: 23.5%,23.539,3.248,-20.291,19.0393,18.421,4489,724.8,True,False,False,,,34.5,4237,3870.45,6,True,0,OK
EQUATORIAL6072,5000876,5000834,medida quase sem perda: 2.58% total medido,23.304,2.583,-20.721,23.1841,22.5853,2282,902.3,True,False,False,,,34.5,2067,2132.93,9,True,0,OK
EQUATORIAL6072,5001165,5001330,medida quase sem perda: 2.36% total medido,22.404,2.362,-20.042,12.9983,12.6913,3049,948.5,True,False,False,,,34.5,3596,4475.88,5,True,0,OK
EQUATORIAL6072,5001238,5002035,perda modelada absurda: 21.8%,21.809,4.6,-17.209,24.3752,23.2539,4220,474.1,True,False,False,,,34.5,1478,2040.4,4,True,0,OK
EQUATORIAL6072,5000882,5000849,perda modelada absurda: 21.2%,21.196,7.464,-13.732,24.9857,23.1207,7451,284.0,True,False,False,,,34.5,6142,4969.88,10,True,0,OK
EQUATORIAL6072,5001344,5001592,perda modelada absurda: 20.0%,20.024,3.783,-16.241,37.8253,36.3944,11155,529.3,True,False,False,,,13.8,2849,1327.15,6,True,0,OK
EQUATORIAL6072,5000936,5000955,perda modelada absurda: 19.5%,19.512,10.917,-8.595,27.2093,24.2388,5418,178.7,True,False,False,,,13.8,1040,1873.25,1,True,0,OK
EQUATORIAL6072,5001306,5001539,perda modelada absurda: 19.4%,19.39,4.213,-15.177,10.7575,10.3043,2634,460.3,True,False,False,,,34.5,5889,5043.14,7,True,0,OK
EQUATORIAL6072,5001168,5001370,perda modelada absurda: 18.9%,18.914,8.895,-10.019,33.099,30.1549,8072,212.6,True,False,False,,,34.5,561,652.23,6,True,0,OK
EQUATORIAL6072,5000900,5004214,perda modelada absurda: 18.4%,18.392,3.808,-14.584,7.5021,7.2164,1851,483.0,True,False,False,,,13.8,2031,1970.69,3,True,0,OK
EQUATORIAL6072,5000948,5001368,medida quase sem perda: 2.38% total medido,18.268,2.382,-15.886,5.716,5.5798,868,766.8,True,False,False,,,34.5,3242,1983.01,6,True,0,OK
EQUATORIAL6072,5000907,5003334,medida quase sem perda: 2.76% total medido,18.049,2.757,-15.292,18.6081,18.0951,5318,654.7,True,False,False,,,34.5,4690,3727.02,3,True,0,OK
EQUATORIAL6072,5001232,5001829,perda modelada absurda: 17.6%,17.596,4.979,-12.617,24.5479,23.3256,9538,353.4,True,False,False,,,34.5,2565,2242.82,3,True,0,OK
EQUATORIAL6072,5000950,5008137,perda modelada absurda: 17.5%,17.484,4.41,-13.074,4.1597,3.9763,1482,396.5,True,False,False,,,34.5,1483,1496.18,2,True,0,OK
EQUATORIAL6072,5000900,5000880,perda modelada absurda: 17.4%,17.421,3.58,-13.841,6.6019,6.3655,2031,486.6,True,False,False,,,13.8,2031,1970.69,3,True,0,OK
EQUATORIAL6072,5001349,5002270,perda modelada absurda: 17.2%,17.247,3.914,-13.333,19.7671,18.9934,3937,440.7,True,False,False,,,34.5,3479,2358.3,8,True,0,OK
EQUATORIAL6072,5003187,5006818,perda modelada absurda: 16.8%,16.809,3.525,-13.284,7.43,7.1681,2243,476.8,True,False,False,,,13.8,1285,961.13,2,True,0,OK
EQUATORIAL6072,5000854,5000874,perda modelada absurda: 16.7%,16.709,6.531,-10.178,11.1156,10.3896,4368,255.8,True,False,False,,,13.8,2211,983.03,10,True,0,OK
EQUATORIAL6072,5001027,5001083,perda modelada absurda: 16.2%,16.202,3.375,-12.827,6.0504,5.8462,2318,480.0,True,False,False,,,34.5,2611,1948.63,4,True,0,OK
EQUATORIAL6072,5000948,5000977,perda modelada absurda: 16.2%,16.199,5.942,-10.257,73.2653,68.9118,23664,272.6,True,False,False,,,34.5,3242,1983.01,6,True,0,OK
EQUATORIAL6072,5000926,5003394,perda modelada absurda: 15.9%,15.88,4.665,-11.215,21.7683,20.7528,7983,340.4,True,False,False,,,34.5,4579,4194.67,6,True,0,OK
EQUATORIAL6072,5000948,5001429,a investigar,14.614,7.56,-7.054,83.8956,77.5531,19784,193.3,True,False,False,,,34.5,3242,1983.01,6,True,0,OK
EQUATORIAL6072,5001222,5002534,a investigar,14.162,4.131,-10.031,13.7718,13.2029,3847,342.8,True,False,False,,,34.5,3424,2901.37,4,True,0,OK
EQUATORIAL6072,5001363,5001655,a investigar,14.089,3.059,-11.03,18.4113,17.8481,3609,460.6,True,False,False,,,13.8,2673,1591.84,4,True,0,OK
EQUATORIAL6072,5000877,5000931,medida quase sem perda: 2.71% total medido,13.941,2.713,-11.228,8.8654,8.6249,2566,513.9,True,False,False,,,34.5,4323,3977.84,4,True,0,OK
EQUATORIAL6072,5001304,5001672,a investigar,13.892,3.989,-9.903,15.0868,14.485,4449,348.3,True,False,False,,,34.5,4660,2483.7,2,True,0,OK
EQUATORIAL6072,5000912,5006997,a investigar,13.841,6.978,-6.863,57.2687,53.2724,24727,198.3,True,False,False,,,34.5,1805,1067.63,3,True,0,OK
EQUATORIAL6072,5000907,5001339,a investigar,13.838,4.134,-9.704,40.6122,38.9332,12733,334.7,True,False,False,,,34.5,4690,3727.02,3,True,0,OK
EQUATORIAL6072,5001006,5001077,a investigar,13.666,5.656,-8.01,4.9715,4.6903,1565,241.6,True,False,False,,,34.5,4237,3870.45,6,True,0,OK
EQUATORIAL6072,5000998,5001045,a investigar,13.581,3.872,-9.709,30.0308,28.8679,8207,350.7,True,False,False,,,34.5,4646,3315.91,8,False,0,NAO_CONVERGE[C-API:500]
EQUATORIAL6072,5000964,5007357,a investigar,13.404,3.47,-9.934,8.3775,8.0867,1554,386.2,True,False,False,,,34.5,1534,1999.45,4,True,0,OK
EQUATORIAL6072,5001363,5001656,a investigar,13.314,6.162,-7.152,22.4444,21.0614,6234,216.1,True,False,False,,,13.8,2673,1591.84,4,True,0,OK
EQUATORIAL6072,5001000,5001070,medida quase sem perda: 2.40% total medido,12.023,2.4,-9.623,25.1345,24.5314,6775,501.1,True,False,False,,,34.5,810,737.25,2,True,0,OK
EQUATORIAL6072,5001006,5001061,a investigar,12.006,4.661,-7.345,10.1017,9.6309,3101,257.6,True,False,False,,,34.5,4237,3870.45,6,True,0,OK
EQUATORIAL6072,5001242,5001468,medida quase sem perda: 2.27% total medido,11.487,2.271,-9.216,12.4977,12.2139,2400,505.8,True,False,False,,,34.5,4890,2953.53,10,True,0,OK
EQUATORIAL6072,5000966,5001241,a investigar,11.453,6.619,-4.834,1.9882,1.8566,521,173.0,True,False,False,,,13.8,355,345.2,3,True,0,OK
EQUATORIAL6072,5001138,5001371,medida quase sem perda: 2.45% total medido,11.043,2.446,-8.597,17.5178,17.0893,4464,451.5,True,False,False,,,34.5,2039,1368.72,4,True,0,OK
EQUATORIAL6072,5001238,5001455,a investigar,10.97,4.964,-6.006,13.6056,12.9302,2312,221.0,True,False,False,,,34.5,1478,2040.4,4,True,0,OK
EQUATORIAL6072,5000944,5000970,a investigar,10.947,5.01,-5.937,44.7651,42.5223,10409,218.5,True,False,False,,,34.5,1609,2410.27,2,True,0,OK
EQUATORIAL6072,5001082,5001188,a investigar,10.94,3.764,-7.176,13.3777,12.8742,3177,290.7,True,False,False,,,34.5,5025,3593.67,7,True,0,OK
EQUATORIAL6072,5003745,5008300,a investigar,10.88,4.777,-6.103,52.0022,49.5181,16540,227.8,True,False,False,,,34.5,3078,2604.96,6,True,0,OK
EQUATORIAL6072,5000939,5000963,a investigar,10.56,7.996,-2.564,9.1092,8.3809,3049,132.1,True,False,False,,,34.5,2896,2298.85,7,True,0,OK
EQUATORIAL6072,5000988,5001033,a investigar,10.382,3.06,-7.322,7.9073,7.6653,1889,339.3,True,False,False,,,34.5,2763,1754.72,4,True,0,OK
EQUATORIAL6072,5000933,5010639,a investigar,10.369,3.799,-6.57,9.2372,8.8862,2991,272.9,True,False,False,,,13.8,2092,1142.65,7,True,0,OK
EQUATORIAL6072,5001304,5001533,a investigar,10.35,4.884,-5.466,49.2869,46.8796,16468,211.9,True,False,False,,,34.5,4660,2483.7,2,True,0,OK
EQUATORIAL6072,5001224,5004134,a investigar,10.272,3.348,-6.924,11.3801,10.9991,2526,306.8,True,False,False,,,34.5,1893,1643.45,3,True,0,OK
EQUATORIAL6072,5001193,5004937,medida quase sem perda: 2.49% total medido,10.13,2.493,-7.637,9.25,9.0194,2285,406.4,True,False,False,,,34.5,3055,1649.64,6,True,0,OK
EQUATORIAL6072,5000882,5000850,medida quase sem perda: 2.72% total medido,9.491,2.723,-6.768,19.1827,18.6603,3544,348.5,True,False,False,,,34.5,6142,4969.88,10,True,0,OK
EQUATORIAL6072,5001088,5001204,a investigar,9.18,3.216,-5.964,6.3336,6.13,2468,285.5,True,False,False,,,13.8,2184,1179.26,4,True,0,OK
EQUATORIAL6072,5000954,5000989,a investigar,9.138,4.201,-4.937,8.7413,8.3741,2133,217.5,True,False,False,,,34.5,551,400.36,4,True,0,OK
EQUATORIAL6072,5000988,5001748,medida quase sem perda: 2.17% total medido,8.98,2.174,-6.806,12.7315,12.4547,3489,413.1,True,False,False,,,34.5,2763,1754.72,4,True,0,OK
EQUATORIAL6072,5000912,5000897,a investigar,8.811,5.716,-3.095,44.5676,42.0199,17471,154.1,True,False,False,,,34.5,1805,1067.63,3,True,0,OK
EQUATORIAL6072,5000998,5001342,a investigar,8.665,3.69,-4.975,21.0493,20.2725,5506,234.8,True,False,False,,,34.5,4646,3315.91,8,False,0,NAO_CONVERGE[C-API:500]
EQUATORIAL6072,5001303,5010154,medida quase sem perda: 2.83% total medido,8.607,2.825,-5.782,15.2316,14.8012,5884,304.6,True,False,False,,,13.8,1590,912.0,4,True,0,OK
EQUATORIAL6072,5001051,5001115,a investigar,8.592,6.697,-1.895,6.7414,6.2899,1514,128.3,True,False,False,,,13.8,2220,1904.36,6,True,0,OK
EQUATORIAL6072,5001238,5008117,no limite: modelo 1.06x o total medido,8.582,8.088,-0.494,15.7771,14.5011,4593,106.1,True,False,False,,,34.5,1478,2040.4,4,True,0,OK
