base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto
EQUATORIAL6072,5000941,5000966,a investigar,8.495,4.448,-4.047,29.7846,28.4599,10329,191.0,True,False,False,,,34.5,1422,1205.97,2,True,0,OK
EQUATORIAL6072,5001087,5001202,a investigar,8.345,3.574,-4.771,6.792,6.5493,1767,233.5,True,False,False,,,13.8,1163,540.69,2,True,0,OK
EQUATORIAL6072,5000987,5001564,a investigar,8.265,3.404,-4.861,7.5914,7.333,1752,242.8,True,False,False,,,34.5,1556,1909.21,7,True,0,OK
EQUATORIAL6072,5001402,5001955,a investigar,8.106,3.373,-4.733,7.4091,7.1592,2505,240.3,True,False,False,,,13.8,714,417.24,2,True,0,OK
EQUATORIAL6072,5001087,5001201,a investigar,8.103,4.214,-3.889,9.93,9.5116,3069,192.3,True,False,False,,,13.8,1163,540.69,2,True,0,OK
EQUATORIAL6072,5000956,5007337,a investigar,7.814,3.636,-4.178,11.6316,11.2087,3476,214.9,True,False,False,,,13.8,637,435.46,2,True,0,OK
EQUATORIAL6072,5001232,5001448,a investigar,7.601,4.711,-2.89,8.7299,8.3186,2756,161.3,True,False,False,,,34.5,2565,2242.82,3,True,0,OK
EQUATORIAL6072,5000855,5006658,no limite: modelo 1.14x o total medido,7.47,6.534,-0.936,16.8299,15.7302,5635,114.3,True,False,False,,,13.8,1764,542.22,11,True,0,OK
EQUATORIAL6072,5001167,5003574,medida quase sem perda: 2.83% total medido,7.302,2.829,-4.473,3.5835,3.4822,664,258.1,True,False,False,,,34.5,1527,999.39,3,True,0,OK
EQUATORIAL6072,5001344,5001820,a investigar,7.242,4.238,-3.004,32.1625,30.7996,8133,170.9,True,False,False,,,13.8,2849,1327.15,6,True,0,OK
EQUATORIAL6072,5000935,5003094,a investigar,7.158,3.361,-3.797,37.7369,36.4685,13670,213.0,True,False,False,,,34.5,1856,1041.53,4,True,0,OK
EQUATORIAL6072,5001143,5001276,a investigar,7.035,3.447,-3.588,44.8936,43.3463,14689,204.1,True,False,False,,,34.5,4434,3212.8,10,True,0,OK
EQUATORIAL6072,5000929,5007055,a investigar,7.033,4.765,-2.268,10.5771,10.0731,3747,147.6,True,False,False,,,34.5,1321,872.38,4,True,0,OK
EQUATORIAL6072,5000962,5001000,no limite: modelo 1.16x o total medido,7.004,6.016,-0.988,5.8679,5.5149,1725,116.4,True,False,False,,,13.8,707,606.25,2,True,0,OK
EQUATORIAL6072,5001144,5001283,a investigar,6.81,5.16,-1.65,41.6725,39.5223,8944,132.0,True,False,False,,,13.8,1187,526.84,6,True,0,OK
EQUATORIAL6072,5001349,5008458,a investigar,6.64,3.615,-3.025,15.2227,14.6724,3790,183.7,True,False,False,,,34.5,3479,2358.3,8,True,0,OK
EQUATORIAL6072,5001139,5006335,medida quase sem perda: 2.50% total medido,6.531,2.497,-4.034,17.5295,17.0918,2255,261.6,True,False,False,,,13.8,2357,1628.57,9,True,0,OK
EQUATORIAL6072,5001088,5006015,no limite: modelo 1.18x o total medido,6.391,5.405,-0.986,9.3774,8.8705,1330,118.2,True,False,False,,,13.8,2184,1179.26,4,True,0,OK
EQUATORIAL6072,5001078,5009720,a investigar,6.304,3.204,-3.1,30.5785,29.5988,11369,196.8,True,False,False,,,34.5,3871,1818.92,15,True,0,OK
EQUATORIAL6072,5001415,5005674,a investigar,6.095,3.906,-2.189,49.7096,47.7678,16813,156.0,True,False,False,,,13.8,2257,757.25,18,True,0,OK
EQUATORIAL6072,5001144,5008858,no limite: modelo 1.07x o total medido,5.937,5.533,-0.404,28.5778,26.9967,11806,107.3,True,False,False,,,13.8,1187,526.84,6,True,0,OK
EQUATORIAL6072,5001502,5005375,a investigar,5.932,3.341,-2.591,29.3629,28.382,12547,177.6,True,False,False,,,13.8,1373,380.35,12,True,0,OK
EQUATORIAL6072,5001084,5001215,medida quase sem perda: 2.85% total medido,5.789,2.851,-2.938,9.4968,9.226,2713,203.1,True,False,False,,,13.8,422,310.16,4,True,0,OK
EQUATORIAL6072,5001306,5001657,no limite: modelo 1.08x o total medido,5.591,5.159,-0.432,36.6095,34.7208,11148,108.4,True,False,False,,,34.5,5889,5043.14,7,True,0,OK
EQUATORIAL6072,5001406,5009317,medida quase sem perda: 2.77% total medido,5.589,2.775,-2.814,5.5262,5.3729,2197,201.4,True,False,False,,,13.8,1155,422.37,12,True,0,OK
EQUATORIAL6072,5001464,5006241,medida quase sem perda: 2.13% total medido,5.567,2.135,-3.432,50.3792,49.3034,11932,260.7,True,False,False,,,13.8,714,221.69,7,True,0,OK
EQUATORIAL6072,5001143,5001377,a investigar,5.526,4.226,-1.3,44.5756,42.6917,15126,130.7,True,False,False,,,34.5,4434,3212.8,10,True,0,OK
EQUATORIAL6072,5001138,5001262,a investigar,5.442,3.291,-2.151,11.0196,10.6569,4015,165.4,True,False,False,,,34.5,2039,1368.72,4,True,0,OK
EQUATORIAL6072,5001186,5001473,a investigar,5.347,4.045,-1.302,30.1701,28.9496,8775,132.2,True,False,False,,,13.8,979,613.69,8,True,0,OK
EQUATORIAL6072,5001138,5001337,a investigar,5.316,3.021,-2.295,15.5728,15.1023,4056,176.0,True,False,False,,,34.5,2039,1368.72,4,True,0,OK
EQUATORIAL6072,5001143,5008477,a investigar,5.285,3.407,-1.878,56.8631,54.926,15369,155.1,True,False,False,,,34.5,4434,3212.8,10,True,0,OK
EQUATORIAL6072,5001502,5005374,a investigar,5.238,3.944,-1.294,41.0866,39.4663,14505,132.8,True,False,False,,,13.8,1373,380.35,12,True,0,OK
EQUATORIAL6072,5000883,5009257,no limite: modelo 1.00x o total medido,5.226,5.203,-0.023,26.1272,24.7678,6602,100.4,True,False,False,,,34.5,1385,1294.69,3,True,0,OK
EQUATORIAL6072,5000855,5001024,no limite: modelo 1.11x o total medido,5.122,4.605,-0.517,50.0734,47.7677,17928,111.2,True,False,False,,,13.8,1764,542.22,11,True,0,OK
EQUATORIAL6072,5000835,5000783,a investigar,5.111,3.391,-1.72,45.445,43.9039,14431,150.7,True,False,False,,,34.5,3799,2957.47,7,True,0,OK
EQUATORIAL6072,5003830,5009246,no limite: modelo 1.15x o total medido,5.095,4.413,-0.682,20.0387,19.1543,7528,115.5,True,False,False,,,13.8,622,330.72,10,True,0,OK
EQUATORIAL6072,5001423,5001942,medida quase sem perda: 2.69% total medido,5.086,2.691,-2.395,49.9499,48.6059,9999,189.0,True,False,False,,,13.8,1987,320.79,21,True,0,OK
EQUATORIAL6072,5002144,5006476,no limite: modelo 1.07x o total medido,5.024,4.676,-0.348,39.616,37.7637,11642,107.4,True,False,False,,,13.8,1253,369.79,12,True,0,OK
EQUATORIAL6072,5001060,5001263,a investigar,5.013,4.125,-0.888,17.4808,16.7598,5471,121.5,True,False,False,,,34.5,2253,1721.34,6,True,0,OK
EQUATORIAL6072,5001410,5001836,medida quase sem perda: 2.95% total medido,4.961,2.951,-2.01,12.5078,12.1386,1655,168.1,True,False,False,,,13.8,3339,1788.08,9,True,0,OK
EQUATORIAL6072,5001008,5001129,no limite: modelo 1.11x o total medido,4.943,4.443,-0.5,30.8764,29.5045,9337,111.2,True,False,False,,,13.8,1473,485.66,12,True,0,OK
EQUATORIAL6072,5001462,5001992,a investigar,4.935,3.822,-1.113,46.3802,44.6074,10256,129.1,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5001411,5002214,a investigar,4.917,3.641,-1.276,32.9573,31.7573,11276,135.0,True,False,False,,,13.8,2451,1310.96,10,True,0,OK
EQUATORIAL6072,5002205,5009438,no limite: modelo 1.15x o total medido,4.807,4.185,-0.622,32.5539,31.1916,10696,114.9,True,False,False,,,13.8,801,341.24,12,True,0,OK
EQUATORIAL6072,5001181,5001364,medida quase sem perda: 2.69% total medido,4.79,2.693,-2.097,33.8243,32.9134,9218,177.9,True,False,False,,,13.8,2661,2076.87,7,True,0,OK
EQUATORIAL6072,5001422,5001929,medida quase sem perda: 2.49% total medido,4.734,2.487,-2.247,47.9742,46.7809,7034,190.3,True,False,False,,,13.8,1110,226.84,11,True,0,OK
EQUATORIAL6072,5000939,5000961,a investigar,4.656,3.877,-0.779,18.8592,18.128,5876,120.1,True,False,False,,,34.5,2896,2298.85,7,True,0,OK
EQUATORIAL6072,5001306,5001658,no limite: modelo 1.12x o total medido,4.486,4.012,-0.474,31.2178,29.9653,8193,111.8,True,False,False,,,34.5,5889,5043.14,7,True,0,OK
EQUATORIAL6072,5001462,5002409,no limite: modelo 1.12x o total medido,4.48,4.004,-0.476,48.8348,46.8795,13435,111.9,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5001462,5002412,a investigar,4.474,3.162,-1.312,42.5263,41.1817,5085,141.5,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5000835,5010157,no limite: modelo 1.02x o total medido,4.454,4.367,-0.087,27.0179,25.838,8217,102.0,True,False,False,,,34.5,3799,2957.47,7,True,0,OK
EQUATORIAL6072,5002205,5006114,no limite: modelo 1.09x o total medido,4.448,4.089,-0.359,7.5874,7.2772,3412,108.8,True,False,False,,,13.8,801,341.24,12,True,0,OK
EQUATORIAL6072,5003829,5008919,medida quase sem perda: 2.98% total medido,4.417,2.98,-1.437,27.2201,26.4089,4468,148.2,True,False,False,,,13.8,714,238.5,10,True,0,OK
EQUATORIAL6072,5001410,5001838,medida quase sem perda: 2.00% total medido,4.388,2.003,-2.385,4.5793,4.4875,1467,219.0,True,False,False,,,13.8,3339,1788.08,9,True,0,OK
EQUATORIAL6072,5001415,5001854,no limite: modelo 1.01x o total medido,4.346,4.285,-0.061,35.67,34.1414,13486,101.4,True,False,False,,,13.8,2257,757.25,18,True,0,OK
EQUATORIAL6072,5000935,5000953,medida quase sem perda: 2.02% total medido,4.269,2.019,-2.25,1.4286,1.3998,419,211.5,True,False,False,,,34.5,1856,1041.53,4,True,0,OK
EQUATORIAL6072,5001503,5002086,a investigar,4.121,3.421,-0.7,41.4238,40.0066,14727,120.5,True,False,False,,,13.8,857,265.41,12,True,0,OK
EQUATORIAL6072,5001422,5007078,no limite: modelo 1.00x o total medido,4.12,4.115,-0.005,46.8153,44.8889,12753,100.1,True,False,False,,,13.8,1110,226.84,11,True,0,OK
EQUATORIAL6072,5001462,5002210,medida quase sem perda: 2.04% total medido,4.056,2.039,-2.017,27.3398,26.7822,2441,198.9,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5001415,5002089,no limite: modelo 1.17x o total medido,4.051,3.459,-0.592,23.4852,22.6729,8608,117.1,True,False,False,,,13.8,2257,757.25,18,True,0,OK
EQUATORIAL6072,5001462,5007259,no limite: modelo 1.12x o total medido,4.05,3.605,-0.445,20.4549,19.7175,3291,112.3,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5003605,5007878,medida quase sem perda: 2.95% total medido,3.942,2.949,-0.993,40.1234,38.9404,10817,133.7,True,False,False,,,13.8,1076,385.49,6,True,0,OK
EQUATORIAL6072,5001046,5008720,medida quase sem perda: 2.69% total medido,3.843,2.693,-1.15,24.6838,24.0192,5213,142.7,True,False,False,,,34.5,1563,1745.47,11,True,0,OK
EQUATORIAL6072,5000835,5000798,no limite: modelo 1.11x o total medido,3.836,3.448,-0.388,26.4587,25.5463,4334,111.2,True,False,False,,,34.5,3799,2957.47,7,True,0,OK
EQUATORIAL6072,5001139,5001268,medida quase sem perda: 2.11% total medido,3.827,2.106,-1.721,43.1434,42.2347,9321,181.7,True,False,False,,,13.8,2357,1628.57,9,True,0,OK
EQUATORIAL6072,5001415,5002218,medida quase sem perda: 2.63% total medido,3.824,2.634,-1.19,26.0223,25.3368,6110,145.2,True,False,False,,,13.8,2257,757.25,18,True,0,OK
EQUATORIAL6072,5000926,5000926,no limite: modelo 1.01x o total medido,3.799,3.766,-0.033,24.9593,24.0193,5069,100.9,True,False,False,,,34.5,4579,4194.67,6,True,0,OK
EQUATORIAL6072,5003645,5007920,a investigar,3.789,3.063,-0.726,32.3196,31.3297,7066,123.7,True,False,False,,,13.8,1350,1193.56,6,True,0,OK
EQUATORIAL6072,5003645,5007927,medida quase sem perda: 2.95% total medido,3.787,2.948,-0.839,6.6451,6.4492,2675,128.5,True,False,False,,,13.8,1350,1193.56,6,True,0,OK
EQUATORIAL6072,5001143,5006596,medida quase sem perda: 2.29% total medido,3.784,2.294,-1.49,23.8449,23.2979,3493,164.9,True,False,False,,,34.5,4434,3212.8,10,True,0,OK
EQUATORIAL6072,5001415,5009077,medida quase sem perda: 2.82% total medido,3.779,2.817,-0.962,26.8989,26.141,9374,134.1,True,False,False,,,13.8,2257,757.25,18,True,0,OK
EQUATORIAL6072,5002144,5003859,medida quase sem perda: 2.89% total medido,3.752,2.889,-0.863,38.1385,37.0369,8114,129.9,True,False,False,,,13.8,1253,369.79,12,True,0,OK
EQUATORIAL6072,5001078,5009740,no limite: modelo 1.05x o total medido,3.705,3.513,-0.192,43.1051,41.5906,15081,105.5,True,False,False,,,34.5,3871,1818.92,15,True,0,OK
EQUATORIAL6072,5003605,5007883,no limite: modelo 1.15x o total medido,3.702,3.219,-0.483,22.667,21.9374,8561,115.0,True,False,False,,,13.8,1076,385.49,6,True,0,OK
