25529-11424067, -54.35486813, -1.78103248
25529-11424068, -54.35559466, -1.78037633
25529-11424071, -54.35662295, -1.77950001
25529-11424072, -54.35734816, -1.77878689
25529-11424075, -54.35898934, -1.77744676
25529-11424076, -54.35964279, -1.77688679
25529-11424077, -54.36005954, -1.77659322
25529-11424078, -54.36034050, -1.77620382
25529-9040314, -54.48568101, -2.21061256
25529-9046475, -54.48553453, -2.21156971
25529-9045148, -54.48442214, -2.20395257
25529-11556777, -54.48447615, -2.20426798
25529-9048348, -54.48196499, -2.19504209
25529-9046472, -54.48225275, -2.19607009
25529-9050570, -54.47165823, -2.18021793
25529-9048342, -54.47253463, -2.18086142
25529-9046466, -54.45701178, -2.16526627
25529-9052557, -54.45723417, -2.16626775
25529-9046374, -54.45556943, -2.16376588
25529-9048338, -54.45640182, -2.16456124
25529-9041823, -54.23083913, -1.95507209
25529-9047976, -54.23099747, -1.95577042
25529-9049898, -54.23114746, -1.95648043
25529-9052002, -54.23147414, -1.95875710
25529-9047975, -54.23150747, -1.95958376
25529-9041822, -54.23154223, -1.96042992
25529-9049896, -54.23168247, -1.96369710
25529-9043007, -54.23168953, -1.96398573
25529-9039750, -54.23169489, -1.96446108
25529-9054175, -54.23154081, -1.96594211
25529-9044660, -54.23122914, -1.96671044
25529-9049877, -54.23097081, -1.96737877
25529-9041617, -54.23078081, -1.96768878
25529-9044656, -54.22959081, -1.97054211
25529-9050086, -54.22952247, -1.97097211
25529-9041805, -54.22923746, -1.97210211
25529-9044654, -54.22916080, -1.97242211
25529-9053953, -54.22908384, -1.97275211
25529-9041803, -54.22902914, -1.97306545
25529-9054171, -54.22893413, -1.97339545
25529-9044652, -54.22885413, -1.97374878
25529-9047821, -54.22868580, -1.97442545
25529-9050084, -54.22859747, -1.97476712
25529-9044650, -54.22850746, -1.97515212
25529-9054169, -54.22833080, -1.97586212
25529-9045911, -54.22820080, -1.97658212
25529-9043013c, -54.17388031, -1.99848176
25529-9045822, -54.17310901, -1.99814225
25529-9049872, -54.17226244, -1.99761720
25529-9049871, -54.17142884, -1.99710373
25529-9049870, -54.17062325, -1.99663770
25529-9051733, -54.16981249, -1.99611059
25529-9044892, -54.16931395, -1.99450554
25529-9054210, -54.16951557, -1.99347635
25529-9044695, -54.16962267, -1.99290359
25529-9044694, -54.16976244, -1.99014398
25529-9044693, -54.16976729, -1.98892223
25529-9044692, -54.16762951, -1.98599822
25529-9044691, -54.16731249, -1.98539027
25529-9039768, -54.16766604, -1.98214042
25529-9052011, -54.16805944, -1.98110715
25529-9044690, -54.16838311, -1.98020160
25529-9050080, -54.22718588, -1.98224067
25529-9045909, -54.22709408, -1.98254707
25529-9041800, -54.22704253, -1.98295532
25529-9041796, -54.22681384, -1.98424042
25529-9039735, -54.22671578, -1.98457050
25529-9050078, -54.22659924, -1.98491877
25529-9044644, -54.22643147, -1.98545064
25529-9050076, -54.22622930, -1.98585617
25529-9054163, -54.22599235, -1.98628692
25529-9039733, -54.22571247, -1.98659425
25529-9050074, -54.22547402, -1.98690954
25529-9044642, -54.22522058, -1.98727759
25529-9044907, -54.22192411, -2.00957012
25529-9054226, -54.22122451, -2.01013054
25529-9039797, -54.22036392, -2.01071034
25529-9044906, -54.21882471, -2.01193064
25529-9054225, -54.21812397, -2.01225133
25529-9052033, -54.21688392, -2.01247026
25529-9039533, -54.21649798, -2.01254276
25529-9052031, -54.21607515, -2.01248718
25529-9049943, -54.21524075, -2.01233011
25529-9041849, -54.21350433, -2.01155373
25529-9054224, -54.21240849, -2.01094214
25529-9039796, -54.21123694, -2.01073301
25529-9045952, -54.24142409, -2.01270051
25529-9049935, -54.24135417, -2.01309060
