base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
RGE396,JQR,JQR22,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.27],12530.603,29.23,-12501.373,15.2144,10.7673,2453,42869.0,True,False,False,,,23,1154,1094.72,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.27],0.206,0.266,7233,20.7,11152,3
RGE396,AGA,AGA13,perda modelada absurda: 5910.5%,5910.457,15.797,-5894.66,6.2383,5.2528,724,37414.5,True,False,False,,,13.8,1694,916.02,7,True,0,OK,0.319,0.594,6048,11.4,12691,6513
RGE396,VSA,VSA11,perda modelada absurda: 4428.4%,4428.358,21.213,-4407.145,4.059,3.198,652,20875.5,True,False,False,,,23.1,829,373.4,3,True,0,OK,0.554,0.779,5572,15.6,5941,2
RGE396,VSA,VSA12,perda modelada absurda: 2909.6%,2909.584,27.562,-2882.022,14.1798,10.2715,2884,10556.4,True,False,False,,,23.1,829,373.4,3,True,0,OK,0.554,0.779,5572,15.6,5941,2
RGE396,PNT,PNT14,perda modelada absurda: 2311.2%,2311.222,16.693,-2294.529,22.7582,18.9591,2843,13845.2,True,False,False,,,23.1,1360,630.35,4,True,0,OK,0.155,0.584,8480,19.4,8551,4
RGE396,ENA,ENA21,perda modelada absurda: 1917.5%,1917.539,9.384,-1908.155,30.5892,27.7186,692,20433.6,True,False,False,,,23,2072,952.95,8,True,0,OK,0.277,0.946,7798,9.8,17984,23
RGE396,ETB,ETB21,perda modelada absurda: 1236.9%,1236.857,22.51,-1214.347,33.7559,26.1576,1223,5494.8,True,False,False,,,23.1,2043,735.8,10,True,0,OK,0.312,0.967,6258,30.8,16310,18
RGE396,GLO,GLO21,perda modelada absurda: 681.4%,681.437,29.589,-651.848,23.5222,16.5621,6015,2303.0,True,False,False,,,23.1,1497,601.41,6,True,0,OK,0.338,0.94,4507,22.6,11760,11
RGE396,NPA,NPA23,perda modelada absurda: 557.6%,557.635,12.149,-545.486,32.0442,28.1512,2705,4590.0,True,False,False,,,23.1,1728,696.84,5,True,0,OK,0.295,0.723,13384,19.5,13522,13
RGE396,AGA,AGA22,perda modelada absurda: 533.7%,533.67,17.372,-516.298,18.2677,15.0942,1314,3072.0,True,False,False,,,13.8,1694,916.02,7,True,0,OK,0.319,0.594,6048,11.4,12691,6513
RGE396,MRU,MRU11,perda modelada absurda: 458.8%,458.849,11.636,-447.213,47.4127,41.8957,4893,3943.3,True,False,False,,,23.1,724,182.12,5,True,0,OK,0.421,0.936,1506,10.2,5299,5
RGE396,FEL,FEL15,perda modelada absurda: 456.5%,456.498,8.297,-448.201,29.3188,26.8863,1535,5502.0,True,False,False,,,23.1,830,301.84,3,True,0,OK,0.601,0.725,6355,46.8,6415,7
RGE396,CDA,CDA13,perda modelada absurda: 444.5%,444.531,9.043,-435.488,41.3432,37.6045,1756,4915.6,True,False,False,,,23.1,1375,730.83,6,True,0,OK,0.022,0.774,10053,54.3,10355,2
RGE396,NPA,NPA24,perda modelada absurda: 200.2%,200.244,20.206,-180.038,49.0019,39.1005,7688,991.0,True,False,False,,,23.1,1728,696.84,5,True,0,OK,0.295,0.723,13384,19.5,13522,13
RGE396,ETB,ETB14,perda modelada absurda: 123.8%,123.825,21.436,-102.389,31.4168,24.6822,3975,577.6,True,False,False,,,23.1,2043,735.8,10,True,0,OK,0.312,0.967,6258,30.8,16310,18
RGE396,CDA,CDA21,perda modelada absurda: 107.6%,107.649,25.954,-81.695,11.2757,8.3492,2718,414.8,True,False,False,,,23.1,1375,730.83,6,True,0,OK,0.022,0.774,10053,54.3,10355,2
RGE396,KUG,804,medida quase sem perda: 2.16% total medido,85.545,2.163,-83.382,13.1563,12.8718,5,3955.6,True,False,False,1.8754079425051142,45.61407577581842,44,2,15.1,2,True,0,OK,0.078,1.035,38,99.8,120,3
RGE396,KSM,803,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.06],55.784,29.066,-26.718,10.4304,7.3987,2411,191.9,True,False,False,7.142299226636907,7.810370054499523,44,261,231.67,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.06],0.019,0.053,2397,88.4,3136,7
RGE396,ERS,ERS42,perda modelada absurda: 48.8%,48.789,26.762,-22.027,37.9601,27.8013,7111,182.3,True,False,False,,,23.1,3931,2062.42,4,True,0,OK,0.548,1.001,3242,55.9,24176,8
RGE396,VAC,VAC15,perda modelada absurda: 21.5%,21.457,8.493,-12.964,36.9586,33.8196,1270,252.6,True,False,False,,,23.1,4715,3888.97,10,True,0,OK,0.628,0.864,31024,7.7,42890,19
RGE396,FWE,FWE22,a investigar,13.867,11.203,-2.664,27.7478,24.6393,1392,123.8,True,False,False,,,23.1,3041,1199.64,8,True,0,OK,0.742,0.994,2051,28.5,19275,23
RGE396,KSZ,KSZ24,a investigar,12.157,7.636,-4.521,10.5766,9.769,100,159.2,True,False,False,,,40.0,1104,1308.24,8,True,0,OK,0.81,1.006,2393,6.1,14256,16
RGE396,IQA,IQA21,a investigar,8.751,3.805,-4.946,6.2529,6.015,93,230.0,True,False,False,,,23,511,489.61,11,True,0,OK,0.776,0.92,4342,4.9,7306,19
RGE396,KMB,KMB21,medida quase sem perda: 2.15% total medido,8.548,2.151,-6.397,5.92,5.7927,175,397.4,True,False,False,,,40.0,443,763.14,6,True,0,OK,0.887,1.014,489,8.3,8215,5
