base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
NEOENERGIA47,ETR,668,perda modelada absurda: 873.3%,873.345,33.783,-839.562,5.5402,3.6685,2981,2585.2,True,False,False,,,13.8,862,647.73,6,True,0,OK,0.751,0.971,2293,35.7,8226,24
NEOENERGIA47,BND,2970,perda modelada absurda: 541.1%,541.137,91.904,-449.233,3.6184,0.2929,9,588.8,True,False,False,,,34.5,2814,2355.11,14,True,0,OK,0.653,0.866,25629,15.8,33031,41
NEOENERGIA47,GBA,785,perda modelada absurda: 497.7%,497.666,15.679,-481.987,12.051,10.1615,5322,3174.1,True,False,False,,,13.8,1434,454.89,7,True,0,OK,0.615,0.907,5747,50.7,10264,47
NEOENERGIA47,CRR,2688,perda modelada absurda: 342.4%,342.369,99.393,-242.976,5.5954,0.0339,2,344.5,True,False,False,,,34.5,6629,4750.7,17,True,0,OK,0.751,0.977,19528,57.6,66040,61
NEOENERGIA47,MCU,2850,perda modelada absurda: 148.5%,148.459,49.591,-98.868,5.2629,2.653,16,299.4,True,False,False,1.0471443509211347,141.7751047115959,34.5,2394,1886.63,12,True,0,OK,0.796,0.918,17481,10.8,26704,39
NEOENERGIA47,MAU,2725,perda modelada absurda: 145.3%,145.337,30.412,-114.925,25.5733,17.796,6787,477.9,True,False,False,,,34.5,3484,2071.18,25,True,0,OK,0.766,0.937,12599,24.5,32336,103
NEOENERGIA47,BXI,401,denominador minusculo: 0.327 GWh injetados,103.685,43.906,-59.779,0.327,0.1834,15,236.2,True,False,False,,,13.8,48,63.03,2,True,0,OK,0.998,1.036,0,32.2,828,3
NEOENERGIA47,JCB,2706,no limite: modelo 1.13x o total medido,50.329,44.591,-5.738,73.1909,40.5544,23341,112.9,True,False,False,,,34.5,8507,5275.62,16,True,0,OK,0.689,0.916,40198,31.0,75003,574
NEOENERGIA47,ITD,2893,perda modelada absurda: 44.3%,44.26,30.664,-13.596,17.3121,12.0035,7070,144.3,True,False,False,,,34.5,5166,2871.8,24,True,0,OK,0.818,0.957,11312,68.5,40329,177
NEOENERGIA47,ITE,2690,perda modelada absurda: 44.0%,43.963,16.765,-27.198,30.4842,25.3736,6510,262.2,True,False,False,,,34.5,912,597.47,13,True,0,OK,0.894,0.989,670,60.2,8949,41
NEOENERGIA47,IRC,537,perda modelada absurda: 41.4%,41.382,7.075,-34.307,18.3986,17.0968,11169,584.9,True,False,False,1.1117168529110866,37.22350694930921,13.8,4453,3146.61,9,True,0,OK,0.678,0.971,16077,24.9,41856,63
NEOENERGIA47,PAS,1181,perda modelada absurda: 38.9%,38.87,27.054,-11.816,8.0968,5.9063,3904,143.7,True,False,False,,,34.5,3253,2175.13,12,True,0,OK,0.791,0.944,9061,52.7,27602,60
NEOENERGIA47,JQD,3078,perda modelada absurda: 35.6%,35.579,7.542,-28.037,12.8744,11.9034,8329,471.7,True,False,False,1.3908561121267773,25.580647552100597,13.8,2044,1481.46,6,True,0,OK,0.545,0.876,12879,45.0,21029,84
NEOENERGIA47,PJQ,1193,perda modelada absurda: 31.1%,31.131,3.035,-28.096,27.4758,26.6418,20855,1025.6,True,False,False,,,34.5,4629,3823.99,7,True,0,OK,0.818,0.954,18281,45.3,55734,34
NEOENERGIA47,MQN,1142,no limite: modelo 1.05x o total medido,23.219,22.153,-1.066,28.8255,22.4398,13258,104.8,True,False,False,0.8016087286274964,28.96550295772759,13.8,1648,1758.56,5,True,0,OK,0.701,0.82,13808,20.9,18648,24
NEOENERGIA47,PON,2741,perda modelada absurda: 22.0%,22.002,4.861,-17.141,6.976,6.6369,5420,452.6,True,False,False,1.0792793108569416,20.38582578084494,13.8,1678,1197.72,4,True,0,OK,0.878,0.949,5277,29.4,15742,23
NEOENERGIA47,PRM,950,perda modelada absurda: 21.6%,21.553,11.152,-10.401,13.7182,12.1882,9345,193.3,True,False,False,1.0337881592714688,20.848565353262345,13.8,3467,2609.63,8,True,0,OK,0.645,0.806,31282,60.9,37396,33
NEOENERGIA47,IRM,3146,perda modelada absurda: 20.6%,20.629,10.255,-10.374,9.7133,8.7172,5449,201.2,True,False,False,,,34.5,1078,1142.88,4,True,0,OK,0.926,1.022,6203,17.3,15547,21
NEOENERGIA47,MUN,879,perda modelada absurda: 18.9%,18.882,12.307,-6.575,10.9536,9.6055,9338,153.4,True,False,False,1.004769432869355,18.79237104783136,13.8,4532,3308.53,6,True,0,OK,0.507,0.686,41259,45.9,41639,108
NEOENERGIA47,COV,591,perda modelada absurda: 18.2%,18.236,7.775,-10.461,31.5913,29.1351,10089,234.5,True,False,False,0.9014854585956615,20.228834337947205,13.8,876,315.5,4,True,0,OK,0.881,0.975,1128,25.5,6747,31
NEOENERGIA47,SBF,1021,perda modelada absurda: 16.2%,16.234,7.591,-8.643,9.3363,8.6276,8591,213.9,True,False,False,0.950139339267876,17.085915011696084,13.8,2927,1967.73,9,True,0,OK,0.833,0.964,6749,46.2,27316,77
