base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
CMIG,1726669,MAGS605,perda modelada absurda: 864.3%,864.26,3.874,-860.386,3.2434,3.1178,6,22310.1,True,False,False,,,13.8,752,463.28,5,True,0,OK,0.91,1.023,481,92.9,5692,9
CMIG,1361034978,BTZD203,perda modelada absurda: 140.6%,140.565,14.911,-125.654,4.0927,3.4825,155,942.7,True,False,False,,,34.5,1177,1013.91,4,True,0,OK,1.011,1.047,790,21.6,11862,1196
CMIG,1726619,LAD07,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.38],78.231,13.198,-65.033,6.3124,5.4793,3095,592.8,True,False,False,,,13.8,2514,1365.92,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.38],0.047,0.373,13987,31.5,14981,1
CMIG,1726628,LBD05,perda modelada absurda: 74.1%,74.059,26.295,-47.764,6.5388,4.8194,3537,281.6,True,False,False,,,13.8,5496,2988.73,6,True,0,OK,0.044,1.008,10286,21.0,32754,147
CMIG,1726831,PZL06,perda modelada absurda: 51.9%,51.887,11.866,-40.021,7.556,6.6594,3637,437.3,True,False,False,,,13.8,2018,1542.43,4,True,0,OK,0.077,0.997,3445,78.6,17344,14
CMIG,1726665,MAGC516,perda modelada absurda: 39.4%,39.4,4.462,-34.938,13.4709,12.8699,70,883.1,True,False,False,,,13.8,344,324.48,4,True,0,OK,0.925,1.027,648,93.0,4651,191
CMIG,1726778,UNIQ411,denominador minusculo: 0.474 GWh injetados,36.726,12.283,-24.443,0.4739,0.4157,7,299.0,True,False,False,,,13.8,474,754.16,9,True,0,OK,0.924,1.037,807,93.2,10194,610
CMIG,1726628,LBD01,perda modelada absurda: 36.0%,35.954,18.914,-17.04,16.1624,13.1054,8758,190.1,True,False,False,,,13.8,5496,2988.73,6,True,0,OK,0.044,1.008,10286,21.0,32754,147
CMIG,1726561,CITU10,perda modelada absurda: 33.9%,33.915,8.508,-25.407,9.6882,8.8639,4872,398.6,True,False,False,,,13.8,3151,2350.21,5,True,0,OK,0.021,1.01,7825,80.5,28101,9158
CMIG,1726628,LBD09,perda modelada absurda: 33.7%,33.679,23.374,-10.305,4.685,3.5899,2693,144.1,True,False,False,,,13.8,5496,2988.73,6,True,0,OK,0.044,1.008,10286,21.0,32754,147
CMIG,2782589,IIIU11,perda modelada absurda: 24.9%,24.944,4.402,-20.542,12.0863,11.5543,2890,566.7,True,False,False,,,13.8,1367,639.61,6,True,0,OK,0.011,1.038,1001,94.4,9650,161
CMIG,1726731,CTR12,no limite: modelo 1.08x o total medido,21.087,19.437,-1.65,23.2868,18.7606,10515,108.5,True,False,False,,,13.8,4745,2376.82,4,True,0,OK,0.689,0.91,16795,60.9,28376,19
CMIG,1726516,AAY16,perda modelada absurda: 20.3%,20.279,13.635,-6.644,7.5061,6.4827,4285,148.7,True,False,False,,,13.8,1587,1041.69,4,True,0,OK,0.179,0.738,6877,62.2,11696,6
CMIG,1726756,GHE16,perda modelada absurda: 19.9%,19.94,14.471,-5.469,14.2518,12.1894,8395,137.8,True,False,False,,,13.8,5470,2985.29,7,True,0,OK,0.098,0.961,22343,37.9,36325,115
CMIG,1726628,LBD08,no limite: modelo 1.13x o total medido,18.02,15.933,-2.087,11.4851,9.6551,5172,113.1,True,False,False,,,13.8,5496,2988.73,6,True,0,OK,0.044,1.008,10286,21.0,32754,147
CMIG,1417224,RPR11,no limite: modelo 1.02x o total medido,16.411,16.018,-0.393,5.2928,4.445,3419,102.5,True,False,False,,,13.8,2967,1777.19,5,True,0,OK,0.276,1.035,2346,71.1,18215,4
CMIG,1726855,SUI04,perda modelada absurda: 16.2%,16.194,7.245,-8.949,10.4818,9.7224,3838,223.5,True,False,False,,,13.8,4483,2308.76,4,True,0,OK,0.747,0.907,16919,53.3,27773,14
CMIG,1726727,CSN06,perda modelada absurda: 16.1%,16.111,5.549,-10.562,9.6555,9.1197,5510,290.3,True,False,False,,,13.8,3769,2137.44,5,True,0,OK,0.016,1.016,5534,80.2,24057,13
CMIG,1726837,RSS07,perda modelada absurda: 15.4%,15.359,4.242,-11.117,13.9142,13.324,7603,362.1,True,False,False,,,13.8,3778,1576.5,3,True,0,OK,0.826,0.988,6650,54.7,19336,6
CMIG,1726787,IOM09,no limite: modelo 1.15x o total medido,15.211,13.171,-2.04,24.3678,21.1583,14186,115.5,True,False,False,,,13.8,5844,3238.85,3,True,0,OK,0.019,0.808,20678,55.3,38314,24
CMIG,1726645,JQU04,perda modelada absurda: 15.2%,15.182,4.273,-10.909,6.8947,6.6,986,355.3,True,False,False,,,13.8,3019,1872.95,3,True,0,OK,0.015,1.017,368,91.5,21063,5383
CMIG,1726866,UHMM11,no limite: modelo 1.08x o total medido,14.847,13.725,-1.122,22.2837,19.2252,8018,108.2,True,False,False,,,13.8,2911,1664.61,3,True,0,OK,0.04,0.99,5254,52.8,20918,2591
CMIG,1726679,SRT06,no limite: modelo 1.08x o total medido,14.812,13.757,-1.055,14.3908,12.411,5312,107.7,True,False,False,,,13.8,3957,1749.93,4,True,0,OK,0.073,0.925,8951,22.1,19177,16
