base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct,se_n_linhas,se_ramos_isolados
ENERGISA_R369,77455187,77457940,perda modelada absurda: 1589.6%,1589.592,23.878,-1565.714,36.4614,27.755,8616,6657.1,True,False,False,3.5668766713536058,445.6537599873787,34.5,3819,1582.83,4,True,0,OK,0.26,1.01,1526,92.8,19792,89
ENERGISA_R369,91183090,92226822,denominador minusculo: 0.028 GWh injetados,228.879,51.021,-177.858,0.0283,0.0139,2,448.6,True,False,False,,,13.8,6933,3487.78,7,True,0,OK,0.018,1.006,420,93.6,35873,13132
ENERGISA_R369,96310126,98585959,perda modelada absurda: 75.5%,75.533,28.288,-47.245,8.2325,5.9037,1972,267.0,True,False,False,0.7840392543322456,96.33828865409336,34.5,1343,645.27,1,True,0,OK,0.409,1.028,1,98.2,6763,328
ENERGISA_R369,12147726,44983952,perda modelada absurda: 26.0%,25.954,17.61,-8.344,8.2285,6.7795,1966,147.4,True,False,False,,,34.5,9335,4808.18,8,True,0,OK,0.012,0.612,24131,1.5,49389,16222
ENERGISA_R369,17158410,9650398,a investigar,11.873,4.353,-7.52,18.3609,17.5616,5119,272.7,True,False,False,2.0198882910721996,5.878047836842283,13.8,3669,1288.96,2,True,0,OK,0.087,1.001,2,82.3,14848,3507
ENERGISA_R369,68811353,72152125,a investigar,9.965,6.588,-3.377,1.5626,1.4596,397,151.3,True,False,False,7.322227561139893,1.3609246526133219,13.8,1011,681.11,3,True,0,OK,0.058,1.022,167,98.3,6393,0
ENERGISA_R369,18369732,61756322,a investigar,6.229,3.441,-2.788,14.3366,13.8432,1249,181.0,True,False,False,5.526696991699869,1.1270746359633732,34.5,2997,1708.91,15,True,0,OK,0.023,0.575,10305,50.6,22674,436
ENERGISA_R369,19468996,208469412,medida quase sem perda: 2.80% total medido,4.029,2.802,-1.227,24.05,23.3761,7994,143.8,True,False,False,13.609317224634001,0.2960471810229519,13.8,8807,3252.89,12,True,0,OK,0.023,0.977,2678,87.1,42993,9355
ENERGISA_R369,19194181,38204586,medida quase sem perda: 2.09% total medido,2.884,2.092,-0.792,11.8293,11.5819,4283,137.9,True,False,False,0.7823612950287481,3.686276427943725,34.5,6300,3223.69,11,True,0,OK,0.701,1.008,78,89.7,39437,2386
ENERGISA_R369,74530996,74533820,medida quase sem perda: 2.06% total medido,2.721,2.062,-0.659,21.2722,20.8335,5497,132.0,True,False,False,0.7053170184182792,3.8578397074581092,13.8,6023,2505.5,10,True,0,OK,0.026,1.008,1746,80.2,29635,1
