base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
CERPRO5384,R04,1_R04_1,denominador minusculo: 0.139 GWh injetados,24.104,22.345,-1.759,0.1386,0.1076,37,107.9,True,False,False,,,13.8,36,24.71,1,True,0,OK,1.0,1.0,0
