base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
CEEE_EQUAT5707,P13,P13P1303,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.86,2.425,-4.435,20.4354,19.9397,6526,282.9,True,False,False,,,13.8,1434,194.16,14,False,0,NAO_CONVERGE[C-API:500],0.975,0.988,0
CEEE_EQUAT5707,P12,P12P1201,medida quase sem perda: 2.21% total medido,6.843,2.205,-4.638,20.6726,20.2168,2910,310.4,True,False,False,,,13.8,1627,165.82,14,True,0,OK,0.954,0.97,0
CEEE_EQUAT5707,P02,P02P0203,a investigar,6.821,4.145,-2.676,3.5593,3.4117,373,164.6,True,False,False,,,13.8,1082,94.35,13,True,0,OK,0.974,0.975,0
CEEE_EQUAT5707,QUI,QUIQUI01,a investigar,6.755,3.544,-3.211,9.7852,9.4385,2591,190.6,True,False,False,,,13.8,1287,555.38,5,True,0,OK,0.688,0.997,21
CEEE_EQUAT5707,OS1,OS1OS107,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.753,2.994,-3.759,18.9211,18.3547,4343,225.6,True,False,False,,,23,1574,554.29,8,False,0,NAO_CONVERGE[C-API:500],0.978,0.989,0
CEEE_EQUAT5707,RG2,RG2RG215,a investigar,6.75,3.199,-3.551,6.428,6.2223,1985,211.0,True,False,False,,,23,487,63.04,10,True,0,OK,0.961,0.972,1
CEEE_EQUAT5707,CSN,CSNCSN04,a investigar,6.746,5.291,-1.455,6.5576,6.2106,2478,127.5,True,False,False,,,23,655,176.6,4,True,0,OK,0.955,0.957,1
CEEE_EQUAT5707,SAO,SAOSAO06,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.712,3.017,-3.695,14.2248,13.7957,5567,222.5,True,False,False,,,23,2457,1022.45,6,False,0,NAO_CONVERGE[C-API:500],0.984,0.993,0
CEEE_EQUAT5707,MOS,MOSMOS04,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.652,4.214,-2.438,16.0154,15.3405,5541,157.9,True,False,False,,,23,1463,1058.88,4,False,0,NAO_CONVERGE[C-API:500],0.036,0.971,621
CEEE_EQUAT5707,P13,P13P1309,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.611,4.436,-2.175,10.6641,10.191,3018,149.0,True,False,False,,,13.8,1434,194.16,14,False,0,NAO_CONVERGE[C-API:500],0.975,0.988,0
CEEE_EQUAT5707,TAR,TARTAR03,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.59,4.092,-2.498,14.4421,13.8511,4886,161.1,True,False,False,,,23,1712,767.14,5,False,0,NAO_CONVERGE[C-API:500],0.971,0.981,0
CEEE_EQUAT5707,P14,P14P1401,a investigar,6.579,3.402,-3.177,19.7676,19.0951,7271,193.4,True,False,False,,,13.8,1798,432.16,8,True,0,OK,0.942,0.969,0
CEEE_EQUAT5707,AV2,AV2AV206,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.563,3.146,-3.417,18.3368,17.7599,4890,208.6,True,False,False,,,23,599,107.26,6,False,0,NAO_CONVERGE[C-API:500],0.983,0.987,0
CEEE_EQUAT5707,CPV,CPVCPV03,medida quase sem perda: 2.42% total medido,6.454,2.422,-4.032,16.7168,16.312,2181,266.5,True,False,False,,,23,690,555.39,3,True,0,OK,0.393,0.981,249
CEEE_EQUAT5707,P06,P06P0612,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.3,3.13,-3.17,9.8624,9.5537,3537,201.3,True,False,False,,,13.8,941,161.7,9,False,0,NAO_CONVERGE[C-API:500],0.987,0.995,0
CEEE_EQUAT5707,P03,P03P0313,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.221,2.293,-3.928,12.7751,12.4822,4194,271.3,True,False,False,,,23,816,95.8,11,False,0,NAO_CONVERGE[C-API:500],0.983,0.986,1
CEEE_EQUAT5707,AV2,AV2AV210,modelo quebrado na SE: NAO_CONVERGE[C-API:500],6.092,4.834,-1.258,13.4293,12.7802,4132,126.0,True,False,False,,,23,599,107.26,6,False,0,NAO_CONVERGE[C-API:500],0.983,0.987,0
CEEE_EQUAT5707,GU1,GU1GU103,no limite: modelo 1.19x o total medido,6.069,5.092,-0.977,20.5656,19.5184,5166,119.2,True,False,False,,,23,2254,973.27,9,True,0,OK,0.836,0.926,15953
CEEE_EQUAT5707,P20,P20P2002,no limite: modelo 1.03x o total medido,6.016,5.867,-0.149,16.9957,15.9987,7854,102.5,True,False,False,,,23,384,53.63,5,True,0,OK,0.961,0.967,1
CEEE_EQUAT5707,DPE,DPEDPE10,medida quase sem perda: 2.26% total medido,5.963,2.256,-3.707,6.8405,6.6861,687,264.3,True,False,False,,,23,1653,1380.27,8,True,0,OK,0.127,0.969,468
CEEE_EQUAT5707,MML,MMLMML02,medida quase sem perda: 2.04% total medido,5.954,2.036,-3.918,4.6049,4.5111,78,292.4,True,False,False,,,23,520,573.15,5,True,0,OK,0.966,1.022,0
CEEE_EQUAT5707,POS,POSPOS02,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.948,3.826,-2.122,9.7758,9.4017,3912,155.5,True,False,False,,,23,1504,1227.38,4,False,0,NAO_CONVERGE[C-API:500],0.037,0.985,110
CEEE_EQUAT5707,RIN,RINRIN08,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.935,3.2,-2.735,17.2955,16.742,5586,185.5,True,False,False,,,23,814,178.14,7,False,0,NAO_CONVERGE[C-API:500],0.915,0.934,1005
CEEE_EQUAT5707,PL1,PL1PL104,medida quase sem perda: 2.52% total medido,5.881,2.518,-3.363,21.8365,21.2867,8349,233.6,True,False,False,,,13.8,1418,298.74,11,True,0,OK,0.884,0.972,131
CEEE_EQUAT5707,PL2,PL2PL207,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.793,2.195,-3.598,18.4951,18.0891,6046,263.9,True,False,False,,,13.8,1077,158.99,12,False,0,NAO_CONVERGE[C-API:500],0.983,0.986,0
CEEE_EQUAT5707,PMR,PMRPMR01,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.759,3.267,-2.492,18.7155,18.1041,1223,176.3,True,False,False,,,23,1073,675.67,8,False,0,NAO_CONVERGE[C-API:500],0.987,0.993,0
CEEE_EQUAT5707,OS1,OS1OS105,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.722,3.672,-2.05,12.8082,12.3379,2406,155.8,True,False,False,,,23,1574,554.29,8,False,0,NAO_CONVERGE[C-API:500],0.978,0.989,0
CEEE_EQUAT5707,OS1,OS1OS102,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.702,3.923,-1.779,27.4601,26.3827,7552,145.3,True,False,False,,,23,1574,554.29,8,False,0,NAO_CONVERGE[C-API:500],0.978,0.989,0
CEEE_EQUAT5707,P06,P06P0614,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.682,4.09,-1.592,19.4113,18.6174,7681,138.9,True,False,False,,,13.8,941,161.7,9,False,0,NAO_CONVERGE[C-API:500],0.987,0.995,0
CEEE_EQUAT5707,P03,P03P0311,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.637,3.591,-2.046,18.4774,17.8139,6040,157.0,True,False,False,,,23,816,95.8,11,False,0,NAO_CONVERGE[C-API:500],0.983,0.986,1
CEEE_EQUAT5707,RG1,RG1RG102,a investigar,5.616,3.44,-2.176,14.831,14.3209,6175,163.3,True,False,False,,,23,712,112.35,7,True,0,OK,0.945,0.963,1
CEEE_EQUAT5707,BG1,BG1BG104,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.606,2.688,-2.918,18.7685,18.264,6485,208.6,True,False,False,,,23,681,212.77,6,False,0,NAO_CONVERGE[C-API:500],0.931,0.954,1
CEEE_EQUAT5707,AV1,AV1AV101,a investigar,5.54,3.294,-2.246,11.2368,10.8667,3620,168.2,True,False,False,,,23,637,190.33,6,True,0,OK,0.982,0.985,0
CEEE_EQUAT5707,P13,P13P1301,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.47,2.749,-2.721,4.5563,4.4311,1576,199.0,True,False,False,,,13.8,1434,194.16,14,False,0,NAO_CONVERGE[C-API:500],0.975,0.988,0
CEEE_EQUAT5707,AT1,AT1AT105,a investigar,5.438,3.759,-1.679,32.0546,30.8495,6320,144.6,True,False,False,,,23,1043,106.09,7,True,0,OK,0.927,0.94,267
CEEE_EQUAT5707,PL3,PL3PL302,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.434,2.963,-2.471,19.4596,18.883,6506,183.4,True,False,False,,,13.8,1493,722.43,8,False,0,NAO_CONVERGE[C-API:500],0.162,0.991,979
CEEE_EQUAT5707,DPE,DPEDPE05,a investigar,5.345,3.872,-1.473,17.4283,16.7535,5144,138.1,True,False,False,,,23,1653,1380.27,8,True,0,OK,0.127,0.969,468
CEEE_EQUAT5707,SAO,SAOSAO04,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.342,3.723,-1.619,34.1992,32.926,8193,143.5,True,False,False,,,23,2457,1022.45,6,False,0,NAO_CONVERGE[C-API:500],0.984,0.993,0
CEEE_EQUAT5707,TAR,TARTAR05,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.33,4.927,-0.403,31.2911,29.7495,7163,108.2,True,False,False,,,23,1712,767.14,5,False,0,NAO_CONVERGE[C-API:500],0.971,0.981,0
CEEE_EQUAT5707,CPN,CPNCPN04,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.316,2.052,-3.264,11.424,11.1895,2011,259.0,True,False,False,,,13.8,485,112.88,5,False,0,NAO_CONVERGE[C-API:500],0.965,0.986,0
CEEE_EQUAT5707,PL2,PL2PL209,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.278,2.07,-3.208,11.3374,11.1027,2769,255.0,True,False,False,,,13.8,1077,158.99,12,False,0,NAO_CONVERGE[C-API:500],0.983,0.986,0
CEEE_EQUAT5707,P15,P15P1513,medida quase sem perda: 2.83% total medido,5.217,2.828,-2.389,28.6514,27.8412,5933,184.5,True,False,False,,,23,1081,163.27,8,True,0,OK,0.939,0.945,1
CEEE_EQUAT5707,P09,P09P0907,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.179,2.331,-2.848,19.2695,18.8204,532,222.2,True,False,False,,,13.8,723,122.83,10,False,0,NAO_CONVERGE[C-API:500],0.983,0.994,0
CEEE_EQUAT5707,CM1,CM1CM104,medida quase sem perda: 2.85% total medido,5.145,2.845,-2.3,30.0967,29.2405,8559,180.9,True,False,False,,,23,3426,1603.29,8,True,0,OK,0.046,0.993,764
CEEE_EQUAT5707,BG1,BG1BG105,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.121,2.902,-2.219,23.1201,22.4491,7393,176.5,True,False,False,,,23,681,212.77,6,False,0,NAO_CONVERGE[C-API:500],0.931,0.954,1
CEEE_EQUAT5707,P10,P10P1007,medida quase sem perda: 2.05% total medido,5.096,2.046,-3.05,16.9314,16.5849,5380,249.0,True,False,False,,,13.8,900,85.36,12,True,0,OK,0.991,0.994,0
CEEE_EQUAT5707,TO1,TO1TO106,a investigar,5.067,3.059,-2.008,17.6925,17.1513,5555,165.6,True,False,False,,,23,1547,478.44,7,True,0,OK,0.902,0.989,149
CEEE_EQUAT5707,DPE,DPEDPE09,medida quase sem perda: 2.55% total medido,5.05,2.547,-2.503,6.9327,6.7561,930,198.3,True,False,False,,,23,1653,1380.27,8,True,0,OK,0.127,0.969,468
CEEE_EQUAT5707,RG3,RG3RG306,a investigar,5.048,3.803,-1.245,16.6671,16.0332,3697,132.7,True,False,False,,,23,1595,724.33,5,True,0,OK,0.968,0.99,0
CEEE_EQUAT5707,SVP,SVPSVP03,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.027,4.083,-0.944,24.6167,23.6115,8685,123.1,True,False,False,,,23,890,490.29,6,False,0,NAO_CONVERGE[C-API:500],0.878,0.966,106
CEEE_EQUAT5707,AV2,AV2AV205,modelo quebrado na SE: NAO_CONVERGE[C-API:500],5.015,3.093,-1.922,21.1884,20.533,6366,162.1,True,False,False,,,23,599,107.26,6,False,0,NAO_CONVERGE[C-API:500],0.983,0.987,0
CEEE_EQUAT5707,CM1,CM1CM103,a investigar,4.96,3.188,-1.772,15.1105,14.6288,3434,155.6,True,False,False,,,23,3426,1603.29,8,True,0,OK,0.046,0.993,764
CEEE_EQUAT5707,P14,P14P1404,a investigar,4.953,3.98,-0.973,20.8339,20.0047,4593,124.4,True,False,False,,,13.8,1798,432.16,8,True,0,OK,0.942,0.969,0
CEEE_EQUAT5707,QUI,QUIQUI05,a investigar,4.906,3.502,-1.404,18.727,18.0712,8053,140.1,True,False,False,,,13.8,1287,555.38,5,True,0,OK,0.688,0.997,21
CEEE_EQUAT5707,TAR,TARTAR02,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.899,3.178,-1.721,11.3603,10.9992,3157,154.1,True,False,False,,,23,1712,767.14,5,False,0,NAO_CONVERGE[C-API:500],0.971,0.981,0
CEEE_EQUAT5707,SVP,SVPSVP01,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.839,3.257,-1.582,10.3667,10.0291,2339,148.6,True,False,False,,,23,890,490.29,6,False,0,NAO_CONVERGE[C-API:500],0.878,0.966,106
CEEE_EQUAT5707,P02,P02P0201,medida quase sem perda: 2.50% total medido,4.83,2.496,-2.334,8.4618,8.2506,2525,193.5,True,False,False,,,13.8,1082,94.35,13,True,0,OK,0.974,0.975,0
CEEE_EQUAT5707,TRA,TRATRA03,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.815,2.994,-1.821,14.9483,14.5007,8135,160.8,True,False,False,,,13.8,1330,227.46,9,False,0,NAO_CONVERGE[C-API:500],0.952,0.983,0
